"","CITATION","SAMPLE NAME","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MIN.)","LONGITUDE (MAX.)","LAND/SEA (SAMPLING)","ELEVATION (MIN.)","ELEVATION (MAX.)","ROCK NAME","ROCK TEXTURE","DRILLING DEPTH (MIN.)","DRILLING DEPTH (MAX.)","ALTERATION","MINERAL","SPOT","CRYSTAL","RIM/CORE (MINERAL GRAINS)","GRAIN SIZE","PRIMARY/SECONDARY","SIO2","TIO2","AL2O3","CR2O3","FEOT","CAO","MGO","MNO","K2O","NA2O","P2O5","H20","F","CL","NIO","CUO","COO","ZNO","AS_ppm","PBO","S","ZRO2","GROUP"
"748","[17614] CHAKHMOURADIAN A. R. (2013)","samp. 92-02","INTRAPLATE VOLCANICS","CANADIAN SHIELD_CENOZOIC / SLAVE PROVINCE_CENOZOIC / LAC DE GRAS KIMBERLITE FIELD / GRIZZLY KIMBERLITE","EKATI DIAMOND MINE",64.7136,64.7136,-110.6194,-110.6194,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0,49.0707,0.5671,0.05,1.727616,34.1293,0.09,0.0615,0.122,0.5056,0.0301,0.42,0,0.00566666666666667,0.032,0,0,1.889767,0,0,0,0.1121,"PEROVSKITE"
"749","[17614] CHAKHMOURADIAN A. R. (2013)","samp. 92-02","INTRAPLATE VOLCANICS","CANADIAN SHIELD_CENOZOIC / SLAVE PROVINCE_CENOZOIC / LAC DE GRAS KIMBERLITE FIELD / GRIZZLY KIMBERLITE","EKATI DIAMOND MINE",64.7136,64.7136,-110.6194,-110.6194,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.02,49.9282,0.5856,0.03,1.359,35.7802,0.12,0,0.09,0.3647,0.01,0.19,0.105,0,0,0,0,1.889767,0,0.25,0,0.1436,"PEROVSKITE"
"750","[17614] CHAKHMOURADIAN A. R. (2013)","samp. UV128","CONTINENTAL FLOOD BASALT","SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE","UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43,66.43,112.32,112.32,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.0088,53.077,0.187,0.39,1.92,35.75,0.0392,0.0249,0.072,0.801,0.0247,0.33,0.043,0.00566666666666667,0,0,0,0.18,0,0,0,0.158,"PEROVSKITE"
"751","[17614] CHAKHMOURADIAN A. R. (2013)","samp. UV128","CONTINENTAL FLOOD BASALT","SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE","UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43,66.43,112.32,112.32,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.13,49.644,0.533,0.12,3.27,33.96,0.12,0.0653,0.4109,0.89,0.63,0.42,0.085,0.00566666666666667,0.023,0,0,1.889767,0,0,0,0.486,"PEROVSKITE"
"752","[17614] CHAKHMOURADIAN A. R. (2013)","samp. UV128","CONTINENTAL FLOOD BASALT","SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE","UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43,66.43,112.32,112.32,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.096,52.779,0.34,0.08,1.084,34.759,0.07,0.066,0.06,0.895,0.0301111111111111,0.33,0.214,0.003,0.0208,0,0,0,0,0.25,0,0.117,"PEROVSKITE"
"753","[17614] CHAKHMOURADIAN A. R. (2013)","samp. UV128","CONTINENTAL FLOOD BASALT","SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE","UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43,66.43,112.32,112.32,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.03,52.639,0.35,0.02,1.253,35.079,0.1,0,0.091,0.911,0.07,0.42,0.104,0.003,0,0,0,0,0,0,0,0.103,"PEROVSKITE"
"754","[17614] CHAKHMOURADIAN A. R. (2013)","samp. UV128","CONTINENTAL FLOOD BASALT","SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE","UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43,66.43,112.32,112.32,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.04,52.338,0.342,0,1.61,34.949,0.071,0.03,0.0585,0.92,0.08,0.42,0.09,0,0.037,0,0,0,0,0,0,0.221,"PEROVSKITE"
"755","[17614] CHAKHMOURADIAN A. R. (2013)","samp. UV128","CONTINENTAL FLOOD BASALT","SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE","UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43,66.43,112.32,112.32,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.27,53.407,0.356,0.021,1.14,36.159,0.09,0.0125,0.0705,0.696,0.01,0.33,0.394,0.00566666666666667,0,0,0,0,0,0,0,0.168,"PEROVSKITE"
"756","[17614] CHAKHMOURADIAN A. R. (2013)","samp. UV128","CONTINENTAL FLOOD BASALT","SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE","UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43,66.43,112.32,112.32,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.03,53.238,0.365,0,1.39,35.857,0.06,0.031,0.054,0.725,0.0258,0.42,0.085,0,0,0,0,0,0,0.25,0,0.035,"PEROVSKITE"
"757","[17614] CHAKHMOURADIAN A. R. (2013)","samp. UV128","CONTINENTAL FLOOD BASALT","SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE","UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43,66.43,112.32,112.32,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.12,53.27,0.265,0.0159,1.74,35.221,0.17,0.01,0.08,0.884,0.0238888888888889,0.33,0.25,0,0,0,0,0,0,0,0,0.097,"PEROVSKITE"
"758","[17614] CHAKHMOURADIAN A. R. (2013)","samp. UV128","CONTINENTAL FLOOD BASALT","SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE","UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43,66.43,112.32,112.32,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.08,53.122,0.272,0,0.969,35.283,0.072,0.008,0.03,0.903,0.0238888888888889,0.19,0.353,0.003,0.02,0,0,0,0,0,0,0.12,"PEROVSKITE"
"759","[17614] CHAKHMOURADIAN A. R. (2013)","samp. UV128","CONTINENTAL FLOOD BASALT","SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE","UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43,66.43,112.32,112.32,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.76,53.512,0.24,0,1.47,35.15,0.385,0,0.106,0.867,0.08,0.19,0,0.003,0.049,0,0,1.889767,0,0,0,0.069,"PEROVSKITE"
"760","[17614] CHAKHMOURADIAN A. R. (2013)","samp. UV128","CONTINENTAL FLOOD BASALT","SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE","UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43,66.43,112.32,112.32,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.13,52.355,0.331,0,1.306,33.933,0.057,0,0.1227,1.08,0.0272,0.42,0,0,0,0,0,0,0,0,0,0.124,"PEROVSKITE"
"761","[17614] CHAKHMOURADIAN A. R. (2013)","samp. UV128","CONTINENTAL FLOOD BASALT","SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE","UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43,66.43,112.32,112.32,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.858566093977557,52.276,0.343,0,2.42,33.839,0.15,0.07777,0.136,1.105,0.0282,0.33,0.35,0.003,0.023,0,0,2.22334,0,0,0,0.16,"PEROVSKITE"
"762","[17614] CHAKHMOURADIAN A. R. (2013)","samp. UV128","CONTINENTAL FLOOD BASALT","SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE","UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43,66.43,112.32,112.32,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.13,51.265,0.402,0,1.59,35.001,0,0.03,0.021,0.705,0.11,0.33,0.043,0,0.052,0,0,1.889767,0,0.16,0,0.396,"PEROVSKITE"
"763","[17614] CHAKHMOURADIAN A. R. (2013)","samp. UV128","CONTINENTAL FLOOD BASALT","SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE","UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43,66.43,112.32,112.32,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.103,54.393,0.236,0,1.094,36.18,0.065,0.0183,0.03,0.705,0.034,0.42,0.231,0.003,0,0,0,0,0,0,0,0.12,"PEROVSKITE"
"764","[17614] CHAKHMOURADIAN A. R. (2013)","samp. UV128","CONTINENTAL FLOOD BASALT","SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE","UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43,66.43,112.32,112.32,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.15,52.016,0.335,2e-04,1.333,35,0.159,0.006,0.098,0.788,0.0282,0.19,0.315,0,0,0,0,1.889767,0,0,0,0.241,"PEROVSKITE"
"765","[17614] CHAKHMOURADIAN A. R. (2013)","samp. UV128","CONTINENTAL FLOOD BASALT","SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE","UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43,66.43,112.32,112.32,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.146,53.105,0.366,0.04,1.69,35.42,0.101,0.078,0.052,0.824,0.0383636363636364,0.42,0.225,0.003,0,0,0,0,0,0,0,0.105,"PEROVSKITE"
"766","[17614] CHAKHMOURADIAN A. R. (2013)","samp. UV128","CONTINENTAL FLOOD BASALT","SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE","UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43,66.43,112.32,112.32,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.14,53.076,0.334,0.01,1.273,36.106,0.12,0,0.068,0.708,0.0282,0.42,0.215,0.00566666666666667,0,0,0,0,0,0.25,0,0.213,"PEROVSKITE"
"767","[17614] CHAKHMOURADIAN A. R. (2013)","samp. UV128","CONTINENTAL FLOOD BASALT","SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE","UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43,66.43,112.32,112.32,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.027,52.868,0.345,0,1.85,35.03,0.0505,0.022,0.021,0.882,0.07,0.19,0.046,0,0.017,0,0,0,0,0.25,0,0.181,"PEROVSKITE"
"768","[17614] CHAKHMOURADIAN A. R. (2013)","samp. UV128","CONTINENTAL FLOOD BASALT","SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE","UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43,66.43,112.32,112.32,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.109,53.693,0.296,0,1.19,35.349,0.09,0,0.07,0.866,0.0748666666666667,0.19,0.25,0,0,0,0,0,0,0,0,0.161,"PEROVSKITE"
"769","[17614] CHAKHMOURADIAN A. R. (2013)","samp. UV128","CONTINENTAL FLOOD BASALT","SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE","UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43,66.43,112.32,112.32,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.05,54.301,0.161,0.215,1.59,36.524,0.025,0.0077,0.042,0.607,0.06,0.42,0.064,0,0.11,0,0,0,0,0,0,0.135,"PEROVSKITE"
"770","[17614] CHAKHMOURADIAN A. R. (2013)","samp. UV128","CONTINENTAL FLOOD BASALT","SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE","UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43,66.43,112.32,112.32,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0,54.029,0.155,0.204,1.535,36.652,0,0.07,0.0143333333333333,0.669,0.05,0.19,0,0,0.071,0,0,0,0,0.25,0,0.066,"PEROVSKITE"
"771","[17614] CHAKHMOURADIAN A. R. (2013)","samp. UV128","CONTINENTAL FLOOD BASALT","SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE","UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43,66.43,112.32,112.32,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0,54.007,0.193,0.09,1.58,38.282,0.059,0.008,0.04,0.445,0.06,0.33,0.032,0,0,0,0,0,0,0.25,0,0.301,"PEROVSKITE"
"772","[17614] CHAKHMOURADIAN A. R. (2013)","samp. UV128","CONTINENTAL FLOOD BASALT","SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE","UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43,66.43,112.32,112.32,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0,53.763,0.364,0,1.81,36.85,0.08,0.101,0,0.448,0.0298,0.33,0.104,0.00566666666666667,0,0,0,0,0,0,0,0.195,"PEROVSKITE"
"773","[17614] CHAKHMOURADIAN A. R. (2013)","samp. UV128","CONTINENTAL FLOOD BASALT","SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE","UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43,66.43,112.32,112.32,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.08,53.703,0.381,0,1.551,37.27,0.109,0.026,0.03,0.399,0.0383636363636364,0.33,0.292,0.00566666666666667,0.0285,0,0,1.889767,0,0.25,0,0.221,"PEROVSKITE"
"774","[17614] CHAKHMOURADIAN A. R. (2013)","samp. UV128","CONTINENTAL FLOOD BASALT","SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE","UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43,66.43,112.32,112.32,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.03,54.113,0.187,0.03,1.64,36.34,0,0.03,0.001,0.732,0.0269,0.33,0,0.003,0.057,0,0,0,0,0.25,0,0.17,"PEROVSKITE"
"775","[17614] CHAKHMOURADIAN A. R. (2013)","samp. UV128","CONTINENTAL FLOOD BASALT","SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE","UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43,66.43,112.32,112.32,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.03,54.369,0.172,0.02,1.6,36.478,0.011,0.0045,0.019,0.671,0,0.42,0,0.003,0,0,0,0,0,0,0,0.145,"PEROVSKITE"
"776","[17614] CHAKHMOURADIAN A. R. (2013)","samp. UV128","CONTINENTAL FLOOD BASALT","SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE","UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43,66.43,112.32,112.32,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.011,54.046,0.191,0.03,2.06,36.406,0.013,0.0474056907661719,0.0073,0.72,0.01,0.42,0,0,0.022,0,0,0.14,0,0,0,0.055,"PEROVSKITE"
"777","[17614] CHAKHMOURADIAN A. R. (2013)","samp. UV128","CONTINENTAL FLOOD BASALT","SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE","UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43,66.43,112.32,112.32,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.022,53.735,0.412,0.0037,2.06,37.816,0.062,0,0.02,0.408,0.03225,0.42,0.217,0.003,0.031,0,0,0,0,0,0,0.202,"PEROVSKITE"
"778","[17614] CHAKHMOURADIAN A. R. (2013)","samp. UV128","CONTINENTAL FLOOD BASALT","SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE","UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43,66.43,112.32,112.32,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.022,56.358,0.044,0.1,1.04,39.172,0.01,0.0575,0,0.424,0.02575,0.42,0.022,0,0.021,0,0,0,0,0,0,0.205,"PEROVSKITE"
"779","[17614] CHAKHMOURADIAN A. R. (2013)","samp. UV128","CONTINENTAL FLOOD BASALT","SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE","UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43,66.43,112.32,112.32,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.027,53.297,0.395,0.01,1.56,37.998,0.07,0.052,0.04,0.402,0.0247,0.33,0.105,0.00566666666666667,0.004,0,0,0,0,0,0,0.377,"PEROVSKITE"
"780","[17614] CHAKHMOURADIAN A. R. (2013)","samp. UV128","CONTINENTAL FLOOD BASALT","SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE","UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43,66.43,112.32,112.32,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.44,53.755,0.085,0.005,1.111,35.954,0.089,0.054,0.09,1.018,0.11,0.42,0.319,0.00566666666666667,0.009,0,0,0,0,0,0,0.219,"PEROVSKITE"
"781","[17614] CHAKHMOURADIAN A. R. (2013)","samp. UV128","CONTINENTAL FLOOD BASALT","SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE","UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43,66.43,112.32,112.32,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0,54.771,0.104,0.312,1.069,39.125,0.02,0.06,0.016,0.33,0.0196,0.19,0,0,0,0,0,0,0,0,0,0,"PEROVSKITE"
"782","[17614] CHAKHMOURADIAN A. R. (2013)","samp. UV128","CONTINENTAL FLOOD BASALT","SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE","UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43,66.43,112.32,112.32,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.027,54.527,0.087,0.77,0.42,38.673,0,0,0.025,0.306,0,0.33,0.124,0,0.002,0,0,0.14,0,0,0,0,"PEROVSKITE"
"783","[17614] CHAKHMOURADIAN A. R. (2013)","samp. UV128","CONTINENTAL FLOOD BASALT","SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE","UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43,66.43,112.32,112.32,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.21,49.259,0.227,0.07,2.63,35.581,0.106355380398222,0.031,0.14,0.446,0.0265,0.19,0.12,0.00566666666666667,0,0,0,2.22334,0,0,0,0,"PEROVSKITE"
"784","[17614] CHAKHMOURADIAN A. R. (2013)","samp. UV128","CONTINENTAL FLOOD BASALT","SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE","UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43,66.43,112.32,112.32,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.274,54.205,0.111,0.08,1.67,38.218,0.062,0,0.186,0.417,0.0258,0.19,0.154,0,0.0208,0,0,0.14,0,0,0,0,"PEROVSKITE"
"785","[17614] CHAKHMOURADIAN A. R. (2013)","samp. UV128","CONTINENTAL FLOOD BASALT","SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE","UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43,66.43,112.32,112.32,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.084,54.392,0.114,0.215,1.194,37.951,0.035,0.022,0.0216,0.506,0.0265,0.19,0,0.003,0.01,0,0,0,0,0.25,0,0,"PEROVSKITE"
"786","[17614] CHAKHMOURADIAN A. R. (2013)","samp. UV128","CONTINENTAL FLOOD BASALT","SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE","UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43,66.43,112.32,112.32,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.03,55.23,0.152,0.1353,0.996,37.713,0.001,0,0.076,0.614,0.0426,0.33,0.315,0.00566666666666667,0,0,0,0,0,0,0,0,"PEROVSKITE"
"787","[17614] CHAKHMOURADIAN A. R. (2013)","samp. UV128","CONTINENTAL FLOOD BASALT","SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE","UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43,66.43,112.32,112.32,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.06,54.621,0.173,0,0.947,36.638,0,0,0.052,0.678,0.034,0.42,0,0,0,0,0,0,0,0,0,0,"PEROVSKITE"
"788","[17614] CHAKHMOURADIAN A. R. (2013)","samp. UV420","CONTINENTAL FLOOD BASALT","SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE","UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43,66.43,112.32,112.32,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0,53.748,0.307,0,1.18,36.351,0.06,0,0.029,0.652,0.0426,0.33,0,0.003,0,0,0,0,0,0,0,0.049,"PEROVSKITE"
"789","[17614] CHAKHMOURADIAN A. R. (2013)","samp. UV420","CONTINENTAL FLOOD BASALT","SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE","UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43,66.43,112.32,112.32,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.18,53.228,0.329,0.03,1.09871321875281,35.29,0.09,0,0.05,0.925,0.019,0.33,0.154,0.003,0.01,0,0,0,0,0.25,0,0.115,"PEROVSKITE"
"790","[17614] CHAKHMOURADIAN A. R. (2013)","samp. UV420","CONTINENTAL FLOOD BASALT","SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE","UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43,66.43,112.32,112.32,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.1,53.288,0.31,0.02,1.05,35.219,0.1,0.0348,0,0.916,0.0249,0.42,0.118,0.003,0.05,0,0,0.11,0,0,0,0.133,"PEROVSKITE"
"791","[17614] CHAKHMOURADIAN A. R. (2013)","samp. UV420","CONTINENTAL FLOOD BASALT","SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE","UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43,66.43,112.32,112.32,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.031,53.958,0.315,0,1.15,35.731,0.059,0.06,0.038,0.845,0.03,0.42,0.067,0,0,0,0,0,0,0,0,0.118,"PEROVSKITE"
"792","[17614] CHAKHMOURADIAN A. R. (2013)","samp. UV420","CONTINENTAL FLOOD BASALT","SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE","UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43,66.43,112.32,112.32,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.35,53.612,0.286,0.02,1.62,35.25,0.385,0,0.117455555555556,0.931,0.05,0.33,0.252,0.003,0,0,0,0,0,0,0,0.113,"PEROVSKITE"
