"","CITATION","SAMPLE NAME","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MIN.)","LONGITUDE (MAX.)","LAND/SEA (SAMPLING)","ELEVATION (MIN.)","ELEVATION (MAX.)","ROCK NAME","ROCK TEXTURE","DRILLING DEPTH (MIN.)","DRILLING DEPTH (MAX.)","ALTERATION","MINERAL","SPOT","CRYSTAL","RIM/CORE (MINERAL GRAINS)","GRAIN SIZE","PRIMARY/SECONDARY","SIO2","TIO2","AL2O3","CR2O3","FEOT","CAO","MGO","MNO","K2O","NA2O","P2O5","H20","F","CL","NIO","CUO","COO","ZNO","AS_ppm","PBO","S","ZRO2","GROUP"
"49","[8620] DAWSON J. B. (1985)","samp. BD1228","INTRAPLATE VOLCANICS","NAMAQUALAND NATAL BELT_MESOZOIC / SOUTH AFRICA / WESTERN CAPE PROVINCE","SUTHERLAND TOWNLANDS",-32.4,-32.4,20.6,20.6,"subaerial",NA,NA,"MELILITITE, OLIVINE",NA,NA,NA,NA,"PEROVSKITE",NA,"groundmass",NA,NA,"primary",0.25,56.8,0.04,0,0.77,39.8,0.07,0.02,0.27,0.54,0.02575,0.19,0.109,0.003,0,0,0,0,0,0,0,0.06,"PEROVSKITE"
"50","[8620] DAWSON J. B. (1985)","samp. BD1234","INTRAPLATE VOLCANICS","NAMAQUALAND NATAL BELT_MESOZOIC / SOUTH AFRICA / WESTERN CAPE PROVINCE","SUTHERLAND TOWNLANDS",-32.4,-32.4,20.6,20.6,"subaerial",NA,NA,"MELILITITE, OLIVINE",NA,NA,NA,NA,"PEROVSKITE",NA,"groundmass",NA,NA,"primary",0.11,55,0.26,0,1.45,37.5,0.06,0.01,0.02,0.4,0.0192,0.33,0.075,0.00566666666666667,0,0,0,0,0,0,0,0.1,"PEROVSKITE"
"51","[8620] DAWSON J. B. (1985)","samp. BD1414","RIFT VOLCANICS","EAST AFRICAN RIFT / WESTERN EAST AFRICAN RIFT (TANGANYIKA RIFT) / TORO-ANKOLE VOLCANIC FIELD","EAST OF LAKE KATUNGA, SW UGANDA",-0.47,-0.47,30.2,30.2,"subaerial",NA,NA,"MELILITITE, OLIVINE",NA,NA,NA,NA,"PEROVSKITE",NA,"groundmass",NA,NA,"primary",0.05,54.9,0.08,0.5,0.8,39.2,0.05,0,0.03,0.23,0.03,0.19,0.055,0.003,0,0,0,0,0,0,0,0.04,"PEROVSKITE"
"52","[8620] DAWSON J. B. (1985)","samp. BD1424","RIFT VOLCANICS","EAST AFRICAN RIFT / WESTERN EAST AFRICAN RIFT (TANGANYIKA RIFT) / TORO-ANKOLE VOLCANIC FIELD / NYAMUNYUKA (NYAMUNUNKA)","WESTERN RIM OF NYAMNYUKA CRATER, SW UGANDA",-0.08,-0.08,29.97,29.97,"subaerial",NA,NA,"MELILITITE, OLIVINE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,"rim",NA,"primary",0.04,55,0.1,0.44,1.29,38.1,0.04,0,0.02,0.26,0.0229,0.19,0.063,0,0,0,0,0.19,0,0.25,0,0.03,"PEROVSKITE"
"53","[8620] DAWSON J. B. (1985)","samp. BD1425","RIFT VOLCANICS","EAST AFRICAN RIFT / WESTERN EAST AFRICAN RIFT (TANGANYIKA RIFT) / TORO-ANKOLE VOLCANIC FIELD / NYAMUNYUKA (NYAMUNUNKA)","WESTERN RIM OF NYAMNYUKA CRATER, SW UGANDA",-0.08,-0.08,29.97,29.97,"subaerial",NA,NA,"UGANDITE",NA,NA,NA,NA,"PEROVSKITE",NA,"groundmass",NA,NA,"primary",0.07,55.6,0.06,0,1.1679404,38.1,0.04,0.01,0.11,0.52,0.0329,0.33,0.243,0,0.01,0,0,0.18,0,0,0,0.01,"PEROVSKITE"
"54","[8766] SGARBI P. B. A. (2002)","samp. 1","INTRAPLATE VOLCANICS","CIRCUM-PARANA ALKALINE VOLCANIC PROVINCES - MESOZO / BRAZIL_MESOZOIC / IPORA IGNEOUS PROVINCE","SANTO ANTONIO DA BARRA AREA, GOIAS",-17.3,-17.5,-50.65,-50.77,"subaerial",NA,NA,"MAFURITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.08,55.83,0.23,0,0.94,38.7,0.14,0.0086,0.098,1.2,0,0.19,0.246,0.003,0.01,0,0,1.889767,0,0,0,0.03,"PEROVSKITE"
"55","[9096] STOPPA F. (2000)","samp. MUR49","RIFT VOLCANICS","EAST AFRICAN RIFT / WESTERN EAST AFRICAN RIFT (TANGANYIKA RIFT) / VIRUNGA PROVINCE / KATWE-KIKORONGO","MURUMULI CRATER",-0.08,-0.08,29.92,29.92,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.02,57,0.1,0.05,0.815,39.1,0,0.1,0.0195,0.3,0.0329,0.19,0,0,0.02,0,0,0,0,0.25,0,0.0541111111111111,"PEROVSKITE"
"56","[9229] STOPPA F. (2003)","samp. PS","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE","PEDRA DELLA SCIMMIA",40.9333,40.9333,15.6467,15.6467,"subaerial",NA,NA,"MELILITOLITE, HAUYNE-WOLLASTONITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",1.12,12.4,1.48,1.24,74.47,0.42,1.27,1.52,0.07,0.06,0.18,0.19,0.05,0,0.22,0,0,0,0,0.12,0,0,"PEROVSKITE"
"57","[9229] STOPPA F. (2003)","samp. PS","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE","PEDRA DELLA SCIMMIA",40.9333,40.9333,15.6467,15.6467,"subaerial",NA,NA,"MELILITOLITE, HAUYNE-WOLLASTONITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.06,52.03,0.42,0.06,1.96,35.08,0,0.07,0.04,0.63,0.0249,0.42,0.09,0.00566666666666667,0,0,0,0,0,0,0,0,"PEROVSKITE"
"58","[9229] STOPPA F. (2003)","samp. PS","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE","PEDRA DELLA SCIMMIA",40.9333,40.9333,15.6467,15.6467,"subaerial",NA,NA,"MELILITOLITE, HAUYNE-WOLLASTONITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.04,9.93,0.84,1.09,79.11,0.11,0.71,1.45,0.08,0.03,0.19,0.19,0.04,0.00566666666666667,0.065,0,0,2.22334,0,0,0,0.11,"PEROVSKITE"
"59","[9229] STOPPA F. (2003)","samp. PS","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE","PEDRA DELLA SCIMMIA",40.9333,40.9333,15.6467,15.6467,"subaerial",NA,NA,"MELILITOLITE, HAUYNE-WOLLASTONITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0,13.12,1.04,1.09,76.09,0.04,1.69,1.5,0.04,0.07,0.1849,0.19,0,0.00566666666666667,0.025,0,0,0,0,0,0,0,"PEROVSKITE"
"60","[9229] STOPPA F. (2003)","samp. PS","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE","PEDRA DELLA SCIMMIA",40.9333,40.9333,15.6467,15.6467,"subaerial",NA,NA,"MELILITOLITE, HAUYNE-WOLLASTONITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.06,52.22,0.38,0.05,2.06,36.47,0,0.02,0.06,0.34,0,0.42,0,0.00566666666666667,0.006,0,0,1.889767,0,0,0,0,"PEROVSKITE"
"61","[9232] CARMICHAEL I. S. E. (1967)","samp. LH.8","INTRAPLATE VOLCANICS","WYOMING CRATON / WYOMING / LEUCITE HILLS",NA,42,42,-109,-109,"subaerial",NA,NA,"MADUPITE, LEUCITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.51,48.7,0.03,0.79,7.7,23.5,0.484,0.11,0.6,2.5,0.63,0.42,0.104,0.00566666666666667,0,0,0,1.889767,0,0,0,0.315,"PEROVSKITE"
"62","[9232] CARMICHAEL I. S. E. (1967)","samp. LH.16","INTRAPLATE VOLCANICS","WYOMING CRATON / WYOMING / LEUCITE HILLS","WEST SIDE OF PILOT BUTTE, ROCK SPRINGS",41,42,-108.5,-109.5,"subaerial",NA,NA,"MADUPITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.0092,48.2,0.05,1.27,11.4,25.1,2.07,0.77,0.3,1,0.63,0.19,0.027,0.003,0.017,0,0,0,0,0,0,0.47,"PEROVSKITE"
"63","[9327] BARKER D. S. (1989)","samp. U-17","RIFT VOLCANICS","EAST AFRICAN RIFT / WESTERN EAST AFRICAN RIFT (TANGANYIKA RIFT) / TORO-ANKOLE VOLCANIC FIELD / FORT PORTAL FIELD / KALYANGO FLOW",NA,0.7,0.7,30.25,30.25,"subaerial",NA,NA,"CARBONATITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.06,44.7,0.81,0.41,4.48,34.7,0.65,0.07,0.0266846902196555,0.73,0.08,0.19,0.07,0.00566666666666667,0.01,0,0,1.889767,0,0.25,0,0.543,"PEROVSKITE"
"64","[9328] DONALDSON C. H. (1978)","samp. BD 878","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / OLDOINYO LENGAI",NA,-2.75,-2.75,35.93,35.93,"subaerial",NA,NA,"PYROXENITE, ALKALINE",NA,NA,NA,NA,"PEROVSKITE",NA,"macrocryst",NA,NA,"primary",0.13,54.48,0,0.43,0.97,35.38,0,0,0.14,1.11,0.0748666666666667,0.42,0.231,0.00566666666666667,0.0417,0,0,0,0,0,0,0.076,"PEROVSKITE"
"65","[9727] KELLER J. (2006)","samp. OL 198","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / OLDOINYO LENGAI","DOROBO CONE",-2.72,-2.75,35.9,35.93,"subaerial",1158,1158,"MELILITITE, OLIVINE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,"core",NA,"primary",0,57.4,0,0.49,1.16,39.29,0,0,0.065,0.46,0.08,0.19,0.05,0.00566666666666667,0.01313,0,0,0,0,0.25,0,0,"PEROVSKITE"
"66","[9727] KELLER J. (2006)","samp. OL 198","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / OLDOINYO LENGAI","DOROBO CONE",-2.72,-2.75,35.9,35.93,"subaerial",1158,1158,"MELILITITE, OLIVINE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,"rim",NA,"primary",0,57.02,0,0,0.71,39.93,0,0,0.0035,0.29,0,0.19,0,0,0.05,0,0,0,0,0,0,0.06,"PEROVSKITE"
"67","[9727] KELLER J. (2006)","samp. OL 12","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / OLDOINYO LENGAI","ARMYKON HILL LAKE NATRON",-2.6,-2.6,35.911,35.911,"subaerial",NA,NA,"MELILITITE, OLIVINE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,"core",NA,"primary",0,57.22,0,0.216,0.65,40.12,0,0,0.0078,0.37,0.0229,0.42,0,0.003,0.01818,0,0,0,0,0,0,0,"PEROVSKITE"
"68","[9727] KELLER J. (2006)","samp. OL 12","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / OLDOINYO LENGAI","ARMYKON HILL LAKE NATRON",-2.6,-2.6,35.911,35.911,"subaerial",NA,NA,"MELILITITE, OLIVINE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,"rim",NA,"primary",0,57.31,0,0.2,0.69,40.2,0,0,0.034,0.36,0.12,0.42,0,0,0.0469,0,0,0,0,0,0,0.05,"PEROVSKITE"
"69","[9727] KELLER J. (2006)","samp. OL 198","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / OLDOINYO LENGAI","DOROBO CONE",-2.72,-2.75,35.9,35.93,"subaerial",1158,1158,"MELILITITE, OLIVINE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,"core",NA,"primary",0,57.43,0,0.06,0.482,39.2,0,0,0,0.36,0.05,0.42,0,0.003,0.07,0,0,0.18,0,0,0,0,"PEROVSKITE"
"70","[9727] KELLER J. (2006)","samp. OL 198","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / OLDOINYO LENGAI","DOROBO CONE",-2.72,-2.75,35.9,35.93,"subaerial",1158,1158,"MELILITITE, OLIVINE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,"rim",NA,"primary",0.012,56.87,0.19,0,0.968,40.02,0.025,0.02,0.021,0.29,0.0126,0.19,0.007,0,0.008,0,0,0.18,0,0.25,0,0,"PEROVSKITE"
"71","[9727] KELLER J. (2006)","samp. OL 198","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / OLDOINYO LENGAI","DOROBO CONE",-2.72,-2.75,35.9,35.93,"subaerial",1158,1158,"MELILITITE, OLIVINE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,"rim",NA,"primary",0.02,56.94,0.2446,0.028,0.91,40.11,0.068,0,0.014,0.33,0.0214,0.19,0,0.003,0.02,0,0,0,0,0,0,0.05,"PEROVSKITE"
"72","[9727] KELLER J. (2006)","samp. OL 12","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / OLDOINYO LENGAI","ARMYKON HILL LAKE NATRON",-2.6,-2.6,35.911,35.911,"subaerial",NA,NA,"MELILITITE, OLIVINE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,"core",NA,"primary",0.03,56.53,0.034,0.03,0.64905037828528,39.48,0.0102,0.01,0.039,0.49,0.03225,0.33,0.045,0.003,0.031,0,0,0.02,0,0,0,0,"PEROVSKITE"
"73","[9727] KELLER J. (2006)","samp. OL 12","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / OLDOINYO LENGAI","ARMYKON HILL LAKE NATRON",-2.6,-2.6,35.911,35.911,"subaerial",NA,NA,"MELILITITE, OLIVINE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,"core",NA,"primary",0,57.44,0.12848,0.1291,0.745,39.23,0.037,0,0,0.44,0.02575,0.19,0,0.003,0.031,0,0,0,0,0,0,0.06,"PEROVSKITE"
"74","[9727] KELLER J. (2006)","samp. OL 12","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / OLDOINYO LENGAI","ARMYKON HILL LAKE NATRON",-2.6,-2.6,35.911,35.911,"subaerial",NA,NA,"MELILITITE, OLIVINE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,"core",NA,"primary",0.02,57.17,0.143,0,0.482,39.33,0.031,0.005,0.0124,0.38,0.0282,0.42,0,0,0.01,0,0,0.14,0,0,0,0.07,"PEROVSKITE"
"75","[9727] KELLER J. (2006)","samp. OL 12","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / OLDOINYO LENGAI","ARMYKON HILL LAKE NATRON",-2.6,-2.6,35.911,35.911,"subaerial",NA,NA,"MELILITITE, OLIVINE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,"rim",NA,"primary",0.026,57.8,0.36,0.21,1.00782866912625,40.38,0.0503,0.028,0.008,0.29,0.0315,0.42,0.19,0.003,0.059,0,0,0.14,0,0,0,0,"PEROVSKITE"
"76","[9727] KELLER J. (2006)","samp. OL 12","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / OLDOINYO LENGAI","ARMYKON HILL LAKE NATRON",-2.6,-2.6,35.911,35.911,"subaerial",NA,NA,"MELILITITE, OLIVINE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,"rim",NA,"primary",0,57.46,0.296,0,1.04,39.84,0.06,0,0.017,0.4,0.0247,0.19,0.16,0.00566666666666667,0.049,0,0,0.19,0,0,0,0.15,"PEROVSKITE"
"77","[9727] KELLER J. (2006)","samp. OL 12","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / OLDOINYO LENGAI","ARMYKON HILL LAKE NATRON",-2.6,-2.6,35.911,35.911,"subaerial",NA,NA,"MELILITITE, OLIVINE",NA,NA,NA,NA,"PEROVSKITE",NA,"phenocryst","core",NA,"primary",0.0135,57.47,0.109395938185544,0.09,0.901,39.27,0.1,0,0.02,0.5,0.0238888888888889,0.19,0.059,0.00566666666666667,0.022,0,0,0,0,0,0,0,"PEROVSKITE"
"78","[9727] KELLER J. (2006)","samp. OL 12","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / OLDOINYO LENGAI","ARMYKON HILL LAKE NATRON",-2.6,-2.6,35.911,35.911,"subaerial",NA,NA,"MELILITITE, OLIVINE",NA,NA,NA,NA,"PEROVSKITE",NA,"phenocryst","intermediate zone",NA,"primary",0.01,57.37,0.12,0.01,1.158,39.5,0.036,0.02,0.021,0.45,0.07,0.19,0.054,0.003,0.006,0,0,0,0,0.25,0,0.12,"PEROVSKITE"
"79","[9727] KELLER J. (2006)","samp. OL 12","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / OLDOINYO LENGAI","ARMYKON HILL LAKE NATRON",-2.6,-2.6,35.911,35.911,"subaerial",NA,NA,"MELILITITE, OLIVINE",NA,NA,NA,NA,"PEROVSKITE",NA,"phenocryst","rim",NA,"primary",0,56.94,0.304,0.02,1.142,39.44,0.028,0.0478,0.003,0.43,0,0.33,0.038,0.00566666666666667,0.014,0,0,0.02,0,0,0,0.05,"PEROVSKITE"
"80","[9931] CUNDARI A. (1973)","samp. 70-1038","INTRAPLATE VOLCANICS","AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / NEW SOUTH WALES","BEGARGO HILL",-33.525,-33.525,146.3583,146.3583,"subaerial",NA,NA,"LEUCITITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.41,45,0,1.05,2.244,4.4,0.08,0,0.11,7.3,0.0126,0.19,0,0.003,0.052,0,0,2.22334,0,0,0,0.104071428571429,"PEROVSKITE"
"81","[10246] FULIGNATI P. (1998)","samp. 44-15","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / VESUVIUS (SOMMA-VESUVIUS) / AD 1944 FORMATION",NA,40.821,40.821,14.426,14.426,"subaerial",NA,NA,"SKARN, XENOLTIH",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.24,56.24,0.34,0,1.55,39.81,0.19,0.03,0.06,0.33,0.11,0.19,0.36,0.00566666666666667,0.035,0,0,0,0,0,0,0.131,"PEROVSKITE"
"82","[11092] MELLUSO L. (2003)","samp. SVK17","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / UMBRIA-LATIUM-ABRUZZO DISTRICT / COLLE FABBRI",NA,42.5,42.5,12.9,12.9,"subaerial",NA,NA,"NOT GIVEN","MEDIUM-GRAINED, HOLOCRYSTALLINE",NA,NA,"fresh","PEROVSKITE",NA,NA,NA,NA,"primary",0.19,53.8,0.67,0.0981,1.5,39.8,0.06,0.09,0.042,0.05,0.07,0.33,0.096,0.003,0.0095,0,0,0,0,0,0,0.2739,"PEROVSKITE"
"83","[11430] ULRYCH J. (2008)","samp. 31","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / CZECH REPUBLIC / BOHEMIAN MASSIF / OSECNA COMPLEX",NA,50.7,50.7,14.92,14.92,"subaerial",NA,NA,"PEGMATOID",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.069,56.3,0.407,0.1,1.271,39.6,0.08,0.043,0.0856666666666667,0.3,0.11,0.19,0.096,0,0.08,0,0,0,0,0,0,0,"PEROVSKITE"
"84","[11430] ULRYCH J. (2008)","samp. 31","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / CZECH REPUBLIC / BOHEMIAN MASSIF / OSECNA COMPLEX",NA,50.7,50.7,14.92,14.92,"subaerial",NA,NA,"PEGMATOID",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.052,56.1,0.0577371910707252,0.346,1.244,39.7,0,0,0.07,0.48,0.03225,0.42,0.06,0,0.065,0,0,0.14,0,0,0,0,"PEROVSKITE"
"85","[11430] ULRYCH J. (2008)","samp. 12","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / CZECH REPUBLIC / BOHEMIAN MASSIF / OSECNA COMPLEX",NA,50.7,50.7,14.92,14.92,"subaerial",NA,NA,"MELILITOLITE, OLIVINE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.32,57.05,0.12,0.262,2.57,39.73,0.113,0.03,0.09,0.03,0.18,0.33,0.225,0,0.021,0,0,0,0,0,0,0.543,"PEROVSKITE"
"86","[11999] DURAZZO A. (1984)","samp. B","INTRAPLATE VOLCANICS","ADRIA DOMAIN / ADRIATIC FORELAND / ABRUZZO / MONTE QUEGLIA",NA,42,42,14,14,"subaerial",NA,NA,"LAMPROPHYRE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0,56.87,0.19,0.215,1.39,37.65,0.036,0.05,0.023,0.31,0.0269,0.33,0.212,0.003,0.036,0,0,0,0,0,0,0,"PEROVSKITE"
"87","[11999] DURAZZO A. (1984)","samp. X","INTRAPLATE VOLCANICS","ADRIA DOMAIN / ADRIATIC FORELAND / ABRUZZO / MONTE QUEGLIA",NA,42,42,14,14,"subaerial",NA,NA,"LAMPROPHYRE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.26,54.54,0.32,0.4,1.28,38.43,0.1,0.07,0.0543,0.12,0.11,0.33,0.343,0.003,0.0178,0,0,0,0,0.25,0,0.06,"PEROVSKITE"
"88","[11999] DURAZZO A. (1984)","samp. Z","INTRAPLATE VOLCANICS","ADRIA DOMAIN / ADRIATIC FORELAND / ABRUZZO / MONTE QUEGLIA",NA,42,42,14,14,"subaerial",NA,NA,"LAMPROPHYRE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.57,51.6,0.53,0.0576,1.24,35.82,0.4,0.06,0.1141,0.16,0.1849,0.33,0.184,0.003,0.025,0,0,0,0,0,0,0,"PEROVSKITE"
"89","[12160] BIRKETT T. C. (2004)","samp. R1","INTRAPLATE VOLCANICS","CANADIAN SHIELD_PROTEROZOIC / SUPERIOR PROVINCE_PROTEROZOIC / FOXTROT KIMBERLITE FIELD / RENARD KIMBERLITE",NA,52.67,52.67,-72.17,-72.17,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"PEROVSKITE",NA,"groundmass",NA,NA,"primary",0.1,54.08,0.52,0.04,1.84,35.58,0.05,0.02,0.26,0.51,0.11,0.19,0.221,0.00566666666666667,0.06,0,0,0,0,0,0,0,"PEROVSKITE"
"90","[12160] BIRKETT T. C. (2004)","samp. R2","INTRAPLATE VOLCANICS","CANADIAN SHIELD_PROTEROZOIC / SUPERIOR PROVINCE_PROTEROZOIC / FOXTROT KIMBERLITE FIELD / RENARD KIMBERLITE",NA,52.67,52.67,-72.17,-72.17,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"PEROVSKITE",NA,"groundmass",NA,NA,"primary",0.11,53.52,0.53,0,2.45,36.1,0.04,0,0.037,0.42,0.08,0.42,0.133,0.003,0,0,0,0,0,0,0,0.22,"PEROVSKITE"
"91","[12160] BIRKETT T. C. (2004)","samp. R3","INTRAPLATE VOLCANICS","CANADIAN SHIELD_PROTEROZOIC / SUPERIOR PROVINCE_PROTEROZOIC / FOXTROT KIMBERLITE FIELD / RENARD KIMBERLITE",NA,52.67,52.67,-72.17,-72.17,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"PEROVSKITE",NA,"groundmass",NA,NA,"primary",0.15,53.38,0.53,0,2.4,35.94,0.03,0.07,0.036,0.39,0.0195,0.19,0.102,0.00566666666666667,0.002,0,0,0.19,0,0,0,0.12,"PEROVSKITE"
"92","[12160] BIRKETT T. C. (2004)","samp. R4","INTRAPLATE VOLCANICS","CANADIAN SHIELD_PROTEROZOIC / SUPERIOR PROVINCE_PROTEROZOIC / FOXTROT KIMBERLITE FIELD / RENARD KIMBERLITE",NA,52.67,52.67,-72.17,-72.17,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"PEROVSKITE",NA,"groundmass",NA,NA,"primary",0.087,53.75,0.7,0.04,2.39,36.32,0.04,0,0.03,0.32,0.06,0.33,0.046,0.003,0,0,0,0.04,0,0,0,0.377,"PEROVSKITE"
"93","[12160] BIRKETT T. C. (2004)","samp. R5","INTRAPLATE VOLCANICS","CANADIAN SHIELD_PROTEROZOIC / SUPERIOR PROVINCE_PROTEROZOIC / FOXTROT KIMBERLITE FIELD / RENARD KIMBERLITE",NA,52.67,52.67,-72.17,-72.17,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"PEROVSKITE",NA,"groundmass",NA,NA,"primary",0.0088,53.58,0.51,0,2.18,36.19,0.02,0,0.007,0.37,0.034,0.33,0,0.00566666666666667,0.0215,0,0,0,0,0,0,0.069,"PEROVSKITE"
"94","[12160] BIRKETT T. C. (2004)","samp. R6","INTRAPLATE VOLCANICS","CANADIAN SHIELD_PROTEROZOIC / SUPERIOR PROVINCE_PROTEROZOIC / FOXTROT KIMBERLITE FIELD / RENARD KIMBERLITE",NA,52.67,52.67,-72.17,-72.17,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"PEROVSKITE",NA,"groundmass",NA,NA,"primary",0.161734807574333,52.64,0.67,0.02,2.41,36.43,0.04,0.03,0.036,0.31,0.0249,0.42,0.222,0,0,0,0,0,0,0,0,0.71,"PEROVSKITE"
