"","id","SAMPLE","GROUP","MINERAL","ROCK","SIO2","TIO2","AL2O3","CR2O3","FEOT","CAO","MGO","MNO","K2O","NA2O","P2O5","H20","F","CL","NIO","CUO","COO","ZNO","PBO","S","ZRO2","AS","SOMA"
"251","465457","samp. BD1238","SPINEL","MAGNETITE","MELILITITE, OLIVINE",0.1,9.8,4.2,0.4,75.4,0.086,7.6,0.6,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,98.226
"252","465468","samp. 1-124.88","SPINEL","MAGNETITE","BASANITE",0.05,23.3,4.49,4.97,59.7,0,5.11,0.71,0,0.01,0,0,0,0,0.06,0,0,0.11,0,0,0,0,98.51
"253","465479","samp. SA-1163","SPINEL","CHROMITE","KOMATIITE, PERIDOTITIC",0.03,0.26,14,56.2,15.91,0,14.3,0.24,0.001,0.036,0,0,0,0,0.12,0,0,0.036,0,0,0,0,101.133
"254","465480","samp. SA-2040","SPINEL","CHROMITE","KOMATIITE, PERIDOTITIC",0.089,0.45,13.9,46.8,33.19,0,4.2,0.52,0,0.028,0.004,0,0,0,0.09,0,0,2.41,0,0,0,0,101.681
"255","465482","samp. SA-2044","SPINEL","CHROMITE","KOMATIITE, PERIDOTITIC",0.14,0.35,14.4,50.3,20.6168,0.071,11.8,0.47,0.04,0.002,0.133333333333333,0,0,0,0.1203,0,0,0.1,0,0,0,0,98.5434333333333
"256","465483","samp. SA-2053","SPINEL","CHROMITE","KOMATIITE, PERIDOTITIC",0.065,0.37,14,50.9,19.8,0,12.9,0.42,0,0,0,0,0,0,0.12,0,0,0.033943350229428,0,0,0,0,98.6089433502294
"257","465485","samp. P9-336A","SPINEL","CHROMITE","KOMATIITE, PERIDOTITIC",0.079,0.39,14.6,48.9,21.69,0.006,12.3,0.52,0.018,0,0,0,0,0,0.22,0,0,0.253,0,0,0,0,98.976
"258","465509","samp. 9701-120","SPINEL","CHROMITE","SERPENTINITE",0.12,0.1,15.53,44.76,31.7,0.12,6.71,0.49,0.0363,0.02,0,0,0,0,0.05,0,0,0.21,0,0,0,0,99.8463
"259","465518","samp. 9733-016","SPINEL","CHROMITE","HARZBURGITE",0.22,0.09,8.16,54.52,32.561,0,5.36,0.36,0,0.096,0.01,0,0,0,0,0,0,0.35,0,0,0,0,101.727
"260","465527","samp. HK5F","SPINEL","MAGNETITE","BASALT, ALKALINE, OLIVINE",0.1,23.74,3.47,0.34,66.78,0.18,2.44,0.6,0,0.0152,0,0,0,0,0.083,0,0,0.27,0,0,0,0,98.0182
"261","465530","samp. HK29","SPINEL","MAGNETITE","THOLEIITE, QUARTZ",0.24,21.81,1.2,0,74.85,0.09,0.65,0.42,0,0,0,0,0,0,0.023,0,0,0.11,0,0,0,0,99.393
"262","465540","samp. AV","SPINEL","MAGNETITE","DOLERITE, THOLEIITIC",1.12,31.08,4.42,0.05,60.88,0.17,0.8,0.61,0.015,0.159,0,0,0,0,0.034,0,0,0.104,0,0,0,0,99.442
