SAMPLE NAME,ROCK NAME,MINERAL,SiO2,TiO2,Al2O3,Cr2O3,FeOT,CaO,MgO,MnO,K2O,Na2O,F,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11
samp. 488511A,"CARBONATITE, CALCIO",PHLOGOPITE,40.23,0.092,13.62,0,4.27,0,25.05,0.056,9.97,0.327,2.24,1.7045510289245334,-0.3745890149641057,0.6651332217352112,-0.15267264463075278,-0.422442369504141,0.5470388753422881,0.46600943806480644,0.5456659807019659,0.34532338778489213,-0.6491918038089184,-0.06804906602824437
samp. 488511A,"CARBONATITE, CALCIO",PHLOGOPITE,40.49,0.08,13.97,0,4.41,0.021,25.46,0.043,10,0.343,2.38,1.7627088677874951,-0.3561277277204561,0.6833900260275612,-0.1997858821278804,-0.4311670089091056,0.6018819717052332,0.4025322740596666,0.6105834708758123,0.3540209573981317,-0.6680206073511704,-0.17090711374691092
samp. 488511A,"CARBONATITE, CALCIO",PHLOGOPITE,39.71,0.153,13.54,0,7.56,0.017,23.26,0.032,9.83,0.34,1.9,1.1859031071105062,-0.46249716863182266,0.5821637324522034,-0.15009491683281972,-0.4645328194440266,0.4284083076158881,0.4174218524236856,0.31566745475754754,0.5247707454059137,-0.6486837677797831,-0.11021121978235414
samp. 488511A,"CARBONATITE, CALCIO",PHLOGOPITE,40.62,0.073,13.51,0.012,4.32,0.018,25.42,0.06,10,0.331,2.36,1.8113220852202698,-0.34952757148923314,0.6577243722024722,-0.2180098968266635,-0.453962639623985,0.5352900748167797,0.4153480722480227,0.5727248943455264,0.36907314037492944,-0.623025401745581,-0.12603059833496957
samp. 488511A,"CARBONATITE, CALCIO",PHLOGOPITE,41.79,0.162,11.26,0.011,7.02,0.048,24,0.093,10,0.355,2.99,1.8843873226287235,-0.11994454377728714,0.28053488775271607,-0.6199030122949465,-0.8183328751365107,0.3002872263774107,0.1845560379567667,0.6102281420976952,0.757196166214276,-0.462364577043593,-0.10485708851285017
samp. 488511A,"CARBONATITE, CALCIO",PHLOGOPITE,41.66,0.273,11.09,0.028,7.49,0.066,23.99,0.036,9.94,0.338,3.12,1.8605283761050975,-0.0574436194925777,0.19731731317573892,-0.5528524285620807,-0.8394626371393193,0.27962765184443644,0.12530290046742573,0.6533414883829418,0.8272922261600608,-0.44393688212756016,-0.12866759563770164
samp. 488511A,"CARBONATITE, CALCIO",PHLOGOPITE,41.73,0.263,11.28,0.027,6.94,0.103,23.97,0.05,9.94,0.354,2.69,1.808737550883694,-0.15961185070609119,0.3438785854349864,-0.5214707299578734,-0.7903317285388425,0.25625762206156455,0.15638895757048715,0.45862111958216895,0.6630120640798132,-0.4214907104712004,-0.08814464270605686
samp. 488511A,"CARBONATITE, CALCIO",PHLOGOPITE,41.16,0.044,12.27,0,3.88,0.012,25.84,0.049,10.05,0.28,2.58,2.0739166941824925,-0.3082488522299934,0.5353766502876705,-0.2631912817276654,-0.6177395649507234,0.4191951886801728,0.4114617649600284,0.6170457234328881,0.4342194816326202,-0.5189997726855333,-0.05479145653136241
samp. 488511A,"CARBONATITE, CALCIO",PHLOGOPITE,41.52,0.068,11.78,0,4.19,0.012,25.83,0.038,10.15,0.305,2.52,2.1322839876934454,-0.3322453788262733,0.4753943578156983,-0.3540293792514611,-0.681155705941116,0.36639281638081467,0.3719278535227553,0.5061609143097332,0.42064305028621285,-0.5203816549523484,-0.055402497129486396
samp. 488511A,"CARBONATITE, CALCIO",PHLOGOPITE,40.75,0.049,12.71,0,4.9,0.02,25.36,0.043,9.98,0.289,2.74,1.9028446743385805,-0.257106636073011,0.5052576287648098,-0.24865718603002906,-0.5974387754511575,0.4621981665198941,0.38037995315120426,0.7178611279966585,0.5508618960900638,-0.5810607666458169,-0.11317013602148615
samp. 488511A,"CARBONATITE, CALCIO",PHLOGOPITE,42.26,0.247,11.37,0,6.69,0.045,24.44,0.071,10.09,0.352,2.96,1.9901985229854096,-0.17561331560552174,0.2753686502762412,-0.6635318255716367,-0.8391076842154693,0.3248390451254852,0.13747864112263739,0.59547857876379,0.6560961773339098,-0.42592597316554265,-0.15993133505391502
samp. 488511A,"CARBONATITE, CALCIO",PHLOGOPITE,40.8,0.156,11.4,0,6.6,0.053,23.82,0.057,9.87,0.397,2.84,1.7266774545642058,-0.03346763846614387,0.33816720704076586,-0.4300758445727096,-0.755014832821105,0.3637630656779838,0.2849939604106295,0.5418694596741197,0.7411805799369813,-0.5803253602302396,-0.002473512251758611
samp. 488511A,"CARBONATITE, CALCIO",PHLOGOPITE,40.82,0.2,11.23,0.061,6.57,0.033,23.86,0.064,9.88,0.366,2.81,1.7619652069161715,-0.054194770860772956,0.29848422153244836,-0.40684102108378706,-0.6759051816355076,0.29287867757655245,0.27823641367474805,0.524741251963506,0.7587627851691583,-0.5341130181320639,0.006606052974355375
samp. 488511A,"CARBONATITE, CALCIO",PHLOGOPITE,41.83,0.143,10.52,0,6.64,0,24.04,0.097,9.88,0.398,2.89,1.9230481269910293,-0.025676796296187354,0.2755658943347512,-0.6170270048482851,-0.8714353100640703,0.30768535715301143,0.2603545721952338,0.4555528178443584,0.7737435105720631,-0.3980403545667198,-0.006474562660987393
samp. 488511A,"CARBONATITE, CALCIO",PHLOGOPITE,41.6,0.067,10.52,0,6.81,0.018,24.11,0.068,9.89,0.373,2.92,1.9127002288470436,-0.05141768222227705,0.2727741770706859,-0.5528185294312492,-0.882320759711597,0.2845112880155477,0.2668574002643586,0.49232755165467573,0.8216927109204623,-0.43954681766959813,-0.008174315275367244
samp. 488511A,"CARBONATITE, CALCIO",PHLOGOPITE,41.93,0.14,10.67,0.042,6.89,0.066,23.84,0.073,9.82,0.419,3.05,1.9165943258832965,0.06043309784138673,0.29807713484079634,-0.638925180604159,-0.848133883700781,0.31441554853437,0.14125744528325834,0.5085922015495228,0.8488413078135628,-0.4001129095295385,-0.0350910000248256
samp. 488511A,"CARBONATITE, CALCIO",PHLOGOPITE,41.68,0.204,11.42,0,6.73,0.065,23.94,0.101,9.91,0.325,3.05,1.8591118975999343,-0.0881025482303569,0.307470447664678,-0.5625484429407808,-0.8146961638564747,0.3131563178880557,0.19414676008651338,0.6972824963749391,0.7513414539786896,-0.41300116047050295,-0.08792587885627959
samp. 488511A,"CARBONATITE, CALCIO",PHLOGOPITE,39.92,0.105,13.8,0.018,4.61,0,24.85,0.097,9.87,0.338,2.28,1.6020790219709937,-0.3031948731892699,0.6797324305021395,-0.13300291864981909,-0.36854191591101104,0.5517716998643113,0.49437742613244207,0.574736806858342,0.400743716093588,-0.6555987390256851,-0.0816613379595715
samp. 488511A,"CARBONATITE, CALCIO",PHLOGOPITE,39.55,0.084,13.7,0.01,5.2,0,24.56,0.079,9.94,0.345,2.06,1.4831374699363833,-0.3871618587177493,0.6576386702054721,-0.09309649829987693,-0.36852126377025096,0.49878860223273974,0.5327452496724323,0.45527502499484745,0.38849370192463195,-0.7427490246376053,-0.0609276608279008
samp. 488511A,"CARBONATITE, CALCIO",PHLOGOPITE,39.59,0.107,13.4,0,4.29,0.016,24.89,0.031,10,0.304,2.19,1.6374323674924103,-0.38212256339272277,0.6171171070701257,-0.029845177168817516,-0.41105176385862335,0.4833659175121052,0.5194147151757517,0.5476749908234134,0.35403206604691884,-0.7406174162463248,0.0024485856107224688
samp. 488511A,"CARBONATITE, CALCIO",PHLOGOPITE,41.72,0.121,10.48,0,6.73,0.061,24.38,0.043,9.85,0.372,3.28,2.0049337935639793,0.08391600116442954,0.22632248595966115,-0.5602520227358742,-0.9340726069966088,0.31582632288045287,0.18547341031581216,0.6612012243608556,0.8919081532296329,-0.43548297685584014,-0.04963277377927175
samp. 488511A,"CARBONATITE, CALCIO",PHLOGOPITE,41.67,0.099,10.9,0,6.91,0.09,24.41,0.088,9.96,0.417,3.18,1.9565621784703122,0.05006604989442909,0.28196550561415773,-0.6299571658293068,-0.8864592325614884,0.3246576045672113,0.18644910843579407,0.6195028786349465,0.8224752331455911,-0.5434761067245116,-0.10522461779185496
samp. 488511A,"CARBONATITE, CALCIO",PHLOGOPITE,42.4,0.141,10.74,0.022,6.43,0.015,24.52,0.065,9.95,0.341,2.87,2.0491299160981478,-0.14655392402703027,0.3015313672135922,-0.6255547941440671,-0.8623007310968339,0.2838057646237351,0.18416310939809666,0.48792493929900876,0.7259246954233519,-0.308020636394242,-0.08346944479269991
samp. 488511A,"CARBONATITE, CALCIO",PHLOGOPITE,41.39,0.227,11.42,0.022,6.94,0.078,23.71,0.031,10.01,0.29,2.71,1.7738861744568486,-0.2610232642994935,0.2989416588965186,-0.4493074338127978,-0.7647795902248925,0.23096687681096048,0.18878122582106516,0.5553868565805038,0.6805421507969722,-0.45904656423274404,-0.04961076170447168
samp. 488511A,"CARBONATITE, CALCIO",PHLOGOPITE,41.87,0.053,11.9,0,4.6,0,25.63,0.043,10.19,0.298,2.57,2.1375634031676594,-0.38108012112454276,0.4575637133223285,-0.442285818956901,-0.6985161703024995,0.37297681935061383,0.31811062763019143,0.5306004671795175,0.4455330967531893,-0.4854328384281331,-0.09880972468582962
samp. 488511A,"CARBONATITE, CALCIO",PHLOGOPITE,41.16,0.112,11.74,0.026,6.31,0.01,24.44,0.086,9.95,0.292,3.18,1.9111214816829076,-0.1020540117046298,0.288145795112652,-0.4512172251058268,-0.716000327582867,0.35591762111705433,0.270586833579209,0.8223885598398935,0.7974630559533868,-0.5025376145275794,-0.09892954101715656
samp. 488511A,"CARBONATITE, CALCIO",PHLOGOPITE,41.4,0.089,11.66,0,4.18,0.036,26.15,0.05,10.21,0.286,2.79,2.210577675681922,-0.26451382325434514,0.40561292853647624,-0.35233089053100874,-0.7078720427623273,0.3370030239960421,0.3649085754424746,0.6581653670241289,0.46756802167653605,-0.5770948826907234,-0.08478585251259445
samp. 488511A,"CARBONATITE, CALCIO",PHLOGOPITE,42.03,0.197,11.44,0.043,6.42,0.124,24.87,0.065,9.9,0.317,2.78,1.9555242823215757,-0.15270412342992967,0.4167143588439252,-0.49127256637612804,-0.779672175633734,0.2557574567578336,0.16137667042612336,0.5377142697779511,0.6592205677736531,-0.34875128257123267,-0.1659756774542171
samp. 488511A,"CARBONATITE, CALCIO",PHLOGOPITE,41.34,0.613,11.88,0,6.27,0.123,23.65,0.053,10.37,0.065,3.04,1.879187711430332,-0.4759828333259648,0.0844141285359184,-0.3783731923555908,-0.7422336400661221,0.06626008509544298,0.12810624401220724,1.0394234625094247,0.49694995158008526,-0.4518602613572721,-0.06853909583657256
samp. 488511A,"CARBONATITE, CALCIO",PHLOGOPITE,40.53,0.149,12.71,0.009,6.96,0.033,24.09,0.066,9.98,0.345,2.89,1.645658370897952,-0.1807402784375245,0.3709778773539536,-0.38732771418386136,-0.6205128552435124,0.43489216140608944,0.2836800875088472,0.7240031136148373,0.7070385944129529,-0.663753681511476,-0.16124252287988083
samp. 488511A,"CARBONATITE, CALCIO",PHLOGOPITE,40.48,0.113,13.11,0,4.33,0.011,25.19,0.044,9.93,0.322,2.32,1.777492560226198,-0.3194817381429239,0.6232084183182532,-0.1692667345342201,-0.4954718658535271,0.5063322636688941,0.4414544705319776,0.5326662557249591,0.3880751621891021,-0.5851238589675162,-0.05868029462382132
samp. 488511A,"CARBONATITE, CALCIO",PHLOGOPITE,39.96,0.131,13.39,0,4.06,0,25.39,0.027,9.99,0.342,2.4,1.7649553529592363,-0.2827020600092525,0.5991684840596543,-0.10397653326986062,-0.4384559982863876,0.5605896877959041,0.47736491520299895,0.59564340924751,0.37189445270198324,-0.722421075654907,-0.057930744373493735
samp. 488511A,"CARBONATITE, CALCIO",PHLOGOPITE,40.54,0.096,13.31,0.014,4.18,0.018,25.49,0.047,10.08,0.314,2.23,1.8277645788175272,-0.41485121692135285,0.6343236405411184,-0.183089465666746,-0.4514716741651015,0.47966145839331076,0.43849873277416573,0.5141695722483812,0.31581474209276933,-0.6459637205339113,-0.09542417498590412
samp. 488511A,"CARBONATITE, CALCIO",PHLOGOPITE,41.48,0.195,11.4,0.01,6.58,0,24.36,0.087,10,0.366,2.91,1.8865870738745605,-0.11670398940040655,0.2830630209839967,-0.5467553380201475,-0.7608117933437122,0.34980150565846624,0.26190307648051725,0.5795115526196424,0.7034483690488114,-0.5021651772272887,-0.09733291597366149
samp. 488511A,"CARBONATITE, CALCIO",PHLOGOPITE,41.57,0.229,11.41,0,6.58,0.192,24.14,0.087,9.78,0.31,3.1,1.843394844179202,0.006069341203895684,0.390236597866066,-0.4653035451625359,-0.8540962374294173,0.2634875127903371,0.14613022305681397,0.7468416053010518,0.7560772217127578,-0.3860949441559066,-0.0964786114273282
samp. 488511A,"CARBONATITE, CALCIO",PHLOGOPITE,41.84,0.278,11.16,0.01,6.65,0.043,24.11,0.086,10.01,0.3,2.99,1.9261243340794763,-0.15338280517284975,0.24002187615756965,-0.5660552948432378,-0.8182839503702755,0.2600212329875079,0.18987275937101553,0.6611593653856175,0.7040139583363536,-0.39525914524886074,-0.0850905065190922
samp. 488511A,"CARBONATITE, CALCIO",PHLOGOPITE,41.23,0.069,12.75,0,3.87,0.016,25.8,0.061,10.13,0.298,2.3,2.0072608503757157,-0.42524473755083014,0.6089363257629999,-0.2847415258324427,-0.5533884207756843,0.4334542738336031,0.4126045815258938,0.5062315010175895,0.30711355065627477,-0.5474782861642062,-0.08965365395439184
samp. 488511A,"CARBONATITE, CALCIO",PHLOGOPITE,41.8,0.705,11.28,0.048,7.26,0.173,22.73,0.017,10.06,0.114,2.78,1.7160304768668806,-0.3805694012072508,0.13189598077208242,-0.4076676299430154,-0.7821378257576218,0.0053418656856339675,0.003085527036301189,0.7567210920238044,0.5829852884925231,-0.23100898221858046,-0.024058646201624796
samp. 488511A,"CARBONATITE, CALCIO",PHLOGOPITE,41.32,0.804,11.36,0.037,7.5,0.116,22.49,0.033,10.22,0.087,2.92,1.6745289376941153,-0.4148993095210167,-0.017000731071346198,-0.4011619593600577,-0.7484638619825458,-0.006656938558972897,0.05242552350167079,0.8843541912299288,0.583858470542625,-0.34915160019955005,-0.013164969424997702
samp. 488511A,"CARBONATITE, CALCIO",PHLOGOPITE,39.66,0.132,13.43,0.008,7.44,0.018,23.18,0.055,9.8,0.337,2.01,1.2050034584334277,-0.4092303486078553,0.5733445861415374,-0.16020282903416483,-0.4614223826941387,0.4200622493554024,0.4258045189068844,0.3715618665538264,0.5669543858174052,-0.6428830253840296,-0.08510779564446164
samp. 488511A,"CARBONATITE, CALCIO",PHLOGOPITE,41.84,0.129,11.56,0,6.62,0.046,24.49,0.075,9.99,0.358,3.1,1.9555562258841586,-0.0956821477426989,0.3157914297262451,-0.5985490130221823,-0.8161187570578853,0.37573068487537814,0.1819036511760194,0.6840346854695143,0.7474168967837421,-0.47503089654664366,-0.15013452334333194
samp. 488511A,"CARBONATITE, CALCIO",PHLOGOPITE,40.42,0.112,13.39,0,5.09,0.013,24.85,0.061,9.87,0.323,2.58,1.702574399889096,-0.2496882214596397,0.5849707362381482,-0.21786774954473384,-0.5029871878239227,0.5437943554954109,0.3946468559449191,0.6747486542981379,0.508032678106101,-0.591371696361183,-0.11954723188067187
samp. 488511A,"CARBONATITE, CALCIO",PHLOGOPITE,40.76,0.14,13.52,0,4.33,0.04,25.24,0.074,9.99,0.334,2.24,1.771233247470323,-0.37131902688060825,0.6832524101671582,-0.2378310237089098,-0.4678839056414767,0.5160014509827124,0.4028268251604604,0.5190742862739686,0.3062652179083094,-0.5843597763316578,-0.11918839884634011
samp. 488511A,"CARBONATITE, CALCIO",PHLOGOPITE,41.88,0.324,11.42,0.01,7.38,0.153,23.5,0.041,10.23,0.278,3.17,1.8888471757334504,-0.22682104223373079,0.1675540566184925,-0.6318490501710974,-0.858010717831228,0.191535950598477,0.017126281142223948,0.8022323810916429,0.7137669492992287,-0.5261986903921403,-0.12332767267558967
samp. 488511A,"CARBONATITE, CALCIO",PHLOGOPITE,41.47,0.242,11.23,0.03,7.24,0.054,23.72,0.078,9.89,0.327,2.64,1.7291394928519292,-0.18610315419719753,0.3196598958137414,-0.4873023892959847,-0.7626711882753839,0.23282432093811573,0.2287847498303376,0.45781344018069453,0.7097659007090797,-0.39630358403444765,-0.0640832832418663
samp. 488511A,"CARBONATITE, CALCIO",PHLOGOPITE,41.66,0.3,10.54,0.021,8.03,0.078,23.55,0.095,9.87,0.303,2.88,1.7545953818936284,-0.10349178388987207,0.19456093795388435,-0.5481956918786892,-0.88469330060093,0.13422541537838178,0.1891758593473682,0.5309330158909646,0.828534790555179,-0.3429672985911477,-0.0759004144055718
samp. 488511A,"CARBONATITE, CALCIO",PHLOGOPITE,39.37,0.234,10.46,0.05,6.92,0.199,22.97,0.067,9.32,2.96,2.94,1.2383891142880517,3.049507417792872,0.8572191223232564,-2.02909620663293,-0.6301045032569393,2.222378719797337,-0.12626069073989157,-1.9371479518183792,0.7329080055111361,-2.6787289536841787,0.09878143711434388
samp. 488513,"CARBONATITE, CALCIO",PHLOGOPITE,40.53,0.16,12.95,0,4.57,0.018,25.69,0.022,8.94,1.089,0.795,1.2588907641513636,0.4356641363848506,1.2821480622865644,-0.29707513117611783,-0.42046135168989657,1.0804126291499252,0.5424896996021857,-1.0600867996217969,0.15810711276365458,-0.6051298819417381,-0.07373459093689526
samp. 488513,"CARBONATITE, CALCIO",PHLOGOPITE,40.35,0.132,12.9,0,4.78,0.026,25.55,0.033,8.81,1.181,0.789,1.1807672092432362,0.5852981108415495,1.329630000293817,-0.3232990722082492,-0.42056752145044207,1.1496561069208182,0.5521792647366518,-1.1569669518137395,0.2060978538650129,-0.6476092475389224,-0.06400817535690768
samp. 488513,"CARBONATITE, CALCIO",PHLOGOPITE,40.58,0.105,12.1,0.015,4.2,0.11,26.27,0.046,8.49,1.191,0.843,1.293491701844574,0.815917039567068,1.4327248108615178,-0.23677963868338264,-0.509503598985731,1.0922771358643963,0.568496724605795,-1.2202692400513777,0.2751503546915223,-0.47075585716882307,-0.03338539993741835
samp. 488513,"CARBONATITE, CALCIO",PHLOGOPITE,41.49,0.163,11.83,0,4.06,0.131,26.07,0.029,8.75,1.202,0.787,1.4399390417383244,0.6872510985256505,1.3809358547305555,-0.4349135337226393,-0.5919737749790914,1.0488569654947302,0.4395823562573693,-1.2872012350003703,0.1548026559714801,-0.45737971477597844,-0.031005949431652583
samp. 488513,"CARBONATITE, CALCIO",PHLOGOPITE,40.87,0.149,13.02,0,4.44,0.008,25.57,0.029,9.16,1.069,0.794,1.3417307069926023,0.30611611213867973,1.240879576100232,-0.3991035052083243,-0.41791137130799655,1.0499338392352213,0.49901607678285365,-1.0295835575724355,0.09370413283752677,-0.6434590094152087,-0.07667331710518165
samp. 488513,"CARBONATITE, CALCIO",PHLOGOPITE,40.96,0.124,12.94,0,4.56,0.027,25.71,0.027,8.84,1.162,0.805,1.2840355876463347,0.5297422542478292,1.3516655319148099,-0.3954705164916284,-0.4493144576743527,1.1569512224205003,0.4903127915083083,-1.1456736975734645,0.17433938084733192,-0.5551910873665717,-0.09703725789661169
samp. 488513,"CARBONATITE, CALCIO",PHLOGOPITE,40.6,0.117,12.86,0,4.6,0,25.67,0.041,9.15,0.975,0.766,1.3229063167343085,0.22160236576554188,1.2102928420230914,-0.29000600871836957,-0.42157758280208474,0.9474864758469163,0.573207575555445,-0.9610095346281755,0.1305762563687643,-0.5994383906109811,-0.06462105872870169
samp. 488513,"CARBONATITE, CALCIO",PHLOGOPITE,41.56,0.224,12.18,0,3.94,0.086,25.97,0.056,8.83,1.191,0.732,1.4260349112082513,0.61046229045544,1.368098814861755,-0.4744138118701347,-0.5331037700373551,1.0749002515178223,0.4540027234964734,-1.2671408089288079,0.08445283274853713,-0.4567298010868784,-0.04874218984069603
samp. 488513,"CARBONATITE, CALCIO",PHLOGOPITE,41,0.139,11.76,0,4.45,0.122,26.52,0.082,8.38,1.166,0.644,1.290104190823484,0.7876363837374952,1.4794280578948729,-0.2438959614378699,-0.5771051515075686,1.0179550186820319,0.5994786194073469,-1.3392231165595916,0.24357749286967062,-0.3068585050273643,-0.06625780692040661
samp. 488513,"CARBONATITE, CALCIO",PHLOGOPITE,40.86,0.075,12.78,0,4.16,0.018,25.99,0.047,9.01,1.026,0.709,1.3687127611728347,0.31684046994791126,1.31324754037144,-0.30375046257949284,-0.43811822897133923,1.0018539500262984,0.5729601965969876,-1.0540995467932033,0.11680061781848343,-0.5336470036091725,-0.06380895487711839
samp. 488513,"CARBONATITE, CALCIO",PHLOGOPITE,41.01,0.126,12.61,0.007,4.19,0.021,26.2,0.025,8.92,1.119,0.751,1.3909088992749223,0.47155032424721033,1.3215702855721543,-0.35122747364438345,-0.458993091030237,1.080868659007368,0.5315228675468525,-1.1579151978204647,0.13332447767899527,-0.5412560668305484,-0.08656640104408947
samp. 488513,"CARBONATITE, CALCIO",PHLOGOPITE,40.46,0.181,12.87,0,4.4,0.068,25.39,0.043,8.93,1.103,0.743,1.2226670562574955,0.46504026910687896,1.316421642783767,-0.30416300251154327,-0.4210691833746881,1.0453170307535542,0.5308435232198084,-1.0830756903012857,0.12508973002791057,-0.6200771011675453,-0.02382311261081852
samp. 488513,"CARBONATITE, CALCIO",PHLOGOPITE,40.91,0.173,12.48,0,4.48,0.091,25.63,0.059,8.66,1.272,0.771,1.2387833429511532,0.7642860730477099,1.4163536255560152,-0.42991185145873856,-0.49124039395227437,1.170724288689592,0.48707575473431003,-1.2952658339610184,0.1832083619908193,-0.5571682034672675,-0.05016974118777283
samp. 488513,"CARBONATITE, CALCIO",PHLOGOPITE,40.4,0.274,12.85,0.023,5.01,0.079,25.58,0.067,8.56,1.325,0.513,1.041674832521741,0.7965081591884777,1.4580257466423436,-0.3523824401909464,-0.38595970634607635,1.201367208274781,0.5371454470807602,-1.449448890287011,0.14714909592822936,-0.6034693304185796,-0.09293840323213076
samp. 488513,"CARBONATITE, CALCIO",PHLOGOPITE,40.82,0.128,12.91,0,4.37,0.06,25.58,0.058,9.16,0.889,0.755,1.349915499555923,0.13363171387748435,1.2455784093440363,-0.2609349355027572,-0.4382981693592538,0.8528442749109759,0.5413537721889191,-0.8667441341940988,0.09430083238051405,-0.5067506784731323,-0.05502574302222281
samp. 488513,"CARBONATITE, CALCIO",PHLOGOPITE,40.84,0.132,13.08,0.018,4.1,0.026,25.84,0.032,9.24,0.788,0.816,1.4291243720410252,0.0034642203933259313,1.1960174280882427,-0.18460500594343474,-0.3965136876176569,0.8140886800476553,0.5464882554664617,-0.7343885536459669,0.09000607807228224,-0.46057564021835967,-0.07138903090891742
samp. 488513,"CARBONATITE, CALCIO",PHLOGOPITE,41.2,0.125,12.13,0.008,4.32,0.034,26.14,0.049,8.47,1.149,0.833,1.3379589556145854,0.7219625175923688,1.4057308688709538,-0.31551558538790847,-0.5318389778046728,1.1184553315098629,0.5451815976987859,-1.212613683586807,0.27878366976166635,-0.30693589213049205,-0.06028767056515091
samp. 488513,"CARBONATITE, CALCIO",PHLOGOPITE,40.74,0.179,11.63,0,4.62,0.103,25.91,0.046,7.63,1.079,0.713,1.0659670480112904,1.0012642772262874,1.587313396824911,0.029590377011285772,-0.6098586273400943,1.082572385682916,0.642397555358748,-1.26855751215171,0.47661536234197555,0.11204350825797821,0.01842590201176721
samp. 488513,"CARBONATITE, CALCIO",PHLOGOPITE,40.88,0.16,12.61,0,4.36,0,25.77,0.035,8.99,0.972,0.729,1.3487566231436072,0.28087543433504575,1.2453176825038121,-0.2697100361387874,-0.45552919064760844,0.9549877789591504,0.5667656158547074,-1.0124916954005223,0.13451034918406415,-0.45907449992276605,-0.04664220766945708
samp. 488513,"CARBONATITE, CALCIO",PHLOGOPITE,40.6,0.118,13.09,0,4.43,0,25.76,0.059,9.2,0.961,0.785,1.3388900762635303,0.18941847778396137,1.2212659759908018,-0.2972246000271429,-0.393776688540415,0.9517223681652714,0.5795821138438367,-0.9093653867169365,0.09892404771551666,-0.6164080366110848,-0.08276582775570257
samp. 488513,"CARBONATITE, CALCIO",PHLOGOPITE,40.62,0.149,12.87,0.01,4.55,0.014,26.02,0.01,8.68,1.09,0.687,1.2305785393835083,0.507994644173593,1.369910216607697,-0.21006502578334849,-0.4246656615687915,1.107687186635698,0.5709425447438468,-1.150887569632034,0.19802049917249998,-0.45469120378005623,-0.09325177020171847
samp. 488513,"CARBONATITE, CALCIO",PHLOGOPITE,40.65,0.213,12.82,0.013,5.02,0.186,26.38,0.04,6.4,1.066,0.732,0.7074743779961663,1.4282165512443252,2.0262391670511732,0.39374502763898095,-0.5678391035138628,1.3355841278939256,0.6489721482145603,-1.2259976234983723,0.7187720920455005,0.6821872113506507,-0.15247168317407178
samp. 488513,"CARBONATITE, CALCIO",PHLOGOPITE,41.29,0.181,13.59,0,4.57,0.127,26.58,0.056,7.15,1.068,0.758,0.9441425233930778,1.0677786331458443,1.910508113027977,0.099715084220913075,-0.4997136448270613,1.358331536011455,0.5645268575025987,-1.1250531045460892,0.47697372745279043,0.39710527601379697,-0.24401660348926818
samp. 488513,"CARBONATITE, CALCIO",PHLOGOPITE,40.96,0.198,13.33,0.029,4.6,0.029,25.78,0.038,8.74,1.19,0.644,1.2065692301751363,0.5486777494686151,1.425949228194591,-0.3719418149585132,-0.36258720139843903,1.1942074779078624,0.48285964116080515,-1.2332128508095683,0.1266997750204935,-0.511891018142353,-0.14293524759849985
samp. 488513,"CARBONATITE, CALCIO",PHLOGOPITE,41.01,0.139,12.9,0.037,4.3,0.014,25.96,0.043,8.98,1.039,0.771,1.3745500554606278,0.35665433767610094,1.2988923662929772,-0.3325827622631462,-0.3899462182097579,1.0184765714710413,0.5149967528805289,-1.0469752484319788,0.1385994659952367,-0.5019592061934876,-0.09921226081260805
samp. 488513,"CARBONATITE, CALCIO",PHLOGOPITE,40.91,0.116,13.1,0,4.53,0.026,26.1,0.048,8.58,0.942,0.664,1.2319070629659472,0.3636274567032742,1.4283168888784896,-0.13498489696670862,-0.4404669465471587,1.019102163845319,0.5976911262096415,-1.0035519348937134,0.2061635282626885,-0.2415921865912897,-0.12845003691989537
samp. 488513,"CARBONATITE, CALCIO",PHLOGOPITE,41.3,0.159,11.73,0,4.13,0.244,26.79,0.042,6.9,0.96,0.697,1.055955702841706,1.1747703487810264,1.8976947339463044,0.29644549349198623,-0.699210679756147,1.0656127384480147,0.6224178487288052,-1.1990236663481506,0.5715773396519882,0.6249823255546931,-0.059102310077822975
samp. 488513,"CARBONATITE, CALCIO",PHLOGOPITE,41.63,0.175,11.54,0,4.02,0.398,27.4,0.071,5.42,0.774,0.701,0.8246889632305484,1.6035590540700735,2.345774462159144,0.7986009474705271,-0.8352023151721787,1.0524654199855095,0.6899062339895397,-1.1071153302782846,0.8838373732276226,1.5461930535579622,-0.09741330271826805
samp. 488516,"CARBONATITE, CALCIO",PHLOGOPITE,41.02,0.055,11.64,0,3.59,0.113,26.4,0.054,8.6,1.003,0.913,1.475703807034874,0.6073827711390851,1.3754530395541298,-0.18632414987703985,-0.5904141125156416,0.9170865111081566,0.5866544752505574,-1.0316213253958844,0.2607741295477154,-0.30024240365790106,0.0272739792523246
samp. 488516,"CARBONATITE, CALCIO",PHLOGOPITE,40.03,0.082,12.36,0,3.97,0.13,26.04,0.073,8.23,1.199,0.976,1.1714671197498288,0.9797949803990557,1.511424456624559,-0.1303537032115086,-0.48772912206377533,1.1647779866566432,0.6279873904443968,-1.1132853603251411,0.35194354748667245,-0.44948922975771155,0.01089196468123891
samp. 488516,"CARBONATITE, CALCIO",PHLOGOPITE,40.48,0.043,12.12,0,3.81,0.026,26.1,0.051,8.74,1.015,0.873,1.3786657366804025,0.5200741160210842,1.3134567687898426,-0.17616425570242242,-0.4901270204199324,0.9829359626871238,0.6495824399248393,-1.0098332045590777,0.24786870454869775,-0.4511360352357485,0.03091766796384613
