"","CITATION","SAMPLE NAME","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MIN.)","LONGITUDE (MAX.)","LAND/SEA (SAMPLING)","ELEVATION (MIN.)","ELEVATION (MAX.)","ROCK NAME","ROCK TEXTURE","DRILLING DEPTH (MIN.)","DRILLING DEPTH (MAX.)","ALTERATION","MINERAL","SPOT","CRYSTAL","RIM/CORE (MINERAL GRAINS)","GRAIN SIZE","PRIMARY/SECONDARY","SIO2","TIO2","AL2O3","CR2O3","FEOT","CAO","MGO","MNO","K2O","NA2O","P2O5","H20","F","CL","GROUP"
"1473","[17728] SCH<dc>RMANN L. W. (2002)","samp. KD016","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / KRUIDFONTEIN COMPLEX","OUTER ZONE AT FONTEINKOP",-25.117,-25.117,27.5,27.5,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",3.95,0.007,1.26,0,0.34,50.81,0.4,0,0,0.29,36.61,0.934739002374305,1.73,0.01,"APATITE"
"1474","[17728] SCH<dc>RMANN L. W. (2002)","samp. KD016","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / KRUIDFONTEIN COMPLEX","OUTER ZONE AT FONTEINKOP",-25.117,-25.117,27.5,27.5,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",1.48,0.0697,0.17,0.02,0.7825422,53.35,0.09,0,0.2,0.3,39.35,1.20252364136679,1.74,0.01,"APATITE"
"1475","[17728] SCH<dc>RMANN L. W. (2002)","samp. KD016","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / KRUIDFONTEIN COMPLEX","OUTER ZONE AT FONTEINKOP",-25.117,-25.117,27.5,27.5,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",2.85,0.00201867904578422,5.76,0,0.97,54.19,0.18,0,1.04048718147225,0.38,38.05,1.26,1.65,0.01,"APATITE"
"1476","[17728] SCH<dc>RMANN L. W. (2002)","samp. KD016","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / KRUIDFONTEIN COMPLEX","OUTER ZONE AT FONTEINKOP",-25.117,-25.117,27.5,27.5,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",5.71,0.1954048,0.9698741,0.108,0.6,50.64,0.33,0,0.334569639668287,0.31,36.29,0.514630394636516,1.82,0.01,"APATITE"
"1477","[17728] SCH<dc>RMANN L. W. (2002)","samp. KD016","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / KRUIDFONTEIN COMPLEX","OUTER ZONE AT FONTEINKOP",-25.117,-25.117,27.5,27.5,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",4.02,0.1,0.075,0.01,0.66,52.14,0.36,0,0.07,0.33,36.39,0.885070167317781,1.45,0.01,"APATITE"
"1478","[17728] SCH<dc>RMANN L. W. (2002)","samp. KD016","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / KRUIDFONTEIN COMPLEX","OUTER ZONE AT FONTEINKOP",-25.117,-25.117,27.5,27.5,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",4.1,0,0.229,0.008,0.2,51.63,0.35,0,0.0988,0.28,36.72,0.853301659357528,1.73,0.01,"APATITE"
"1479","[17728] SCH<dc>RMANN L. W. (2002)","samp. KD016","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / KRUIDFONTEIN COMPLEX","OUTER ZONE AT FONTEINKOP",-25.117,-25.117,27.5,27.5,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",4.1,0.13,0.758950002102293,0,0.79,51.63,0.35,0,0.712,0.28,36.72,0.973473011813217,1.73,0.01,"APATITE"
"1480","[17728] SCH<dc>RMANN L. W. (2002)","samp. KD016","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / KRUIDFONTEIN COMPLEX","OUTER ZONE AT FONTEINKOP",-25.117,-25.117,27.5,27.5,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",3.2,0.0264030671215246,1.159,0.018,0.1927,52.38,0.21,0,0.382306228375078,0.36,36.76,0.984754449514808,1.44,0.01,"APATITE"
"1481","[17728] SCH<dc>RMANN L. W. (2002)","samp. KD016","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / KRUIDFONTEIN COMPLEX","OUTER ZONE AT FONTEINKOP",-25.117,-25.117,27.5,27.5,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",1.68,0.00412147910187938,0.014,0.009,0.097,53.49,0.11,0,0.085,0.34,38.48,0.951461254151878,1.87,0.01,"APATITE"
"1482","[17728] SCH<dc>RMANN L. W. (2002)","samp. KD016","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / KRUIDFONTEIN COMPLEX","OUTER ZONE AT FONTEINKOP",-25.117,-25.117,27.5,27.5,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",1.27,0,0.023,0.005,0.55,54.22,0.07,0,0,0.34,38.62,2.81,1.68,0.01,"APATITE"
"1483","[17728] SCH<dc>RMANN L. W. (2002)","samp. KD016","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / KRUIDFONTEIN COMPLEX","OUTER ZONE AT FONTEINKOP",-25.117,-25.117,27.5,27.5,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",2.42,0.062,0,0,0.266,52.1,0.15,0,0.085041,0.33,38.52,0.934739002374305,1.63,0.01,"APATITE"
"1484","[17728] SCH<dc>RMANN L. W. (2002)","samp. KD016","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / KRUIDFONTEIN COMPLEX","OUTER ZONE AT FONTEINKOP",-25.117,-25.117,27.5,27.5,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",2.76,0.0167,0.312,0.017,0.75,52.74,0.22,0,0.1401,0.33,37.51,1.7,1.99,0.01,"APATITE"
"1485","[17728] SCH<dc>RMANN L. W. (2002)","samp. KD016","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / KRUIDFONTEIN COMPLEX","OUTER ZONE AT FONTEINKOP",-25.117,-25.117,27.5,27.5,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",1.49,0.05,0.095,0.014,0.347,53.18,0.35,0,0.01,0.4,37.63,0.980285569665918,1.42,0.01,"APATITE"
"1486","[17728] SCH<dc>RMANN L. W. (2002)","samp. KD016","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / KRUIDFONTEIN COMPLEX","OUTER ZONE AT FONTEINKOP",-25.117,-25.117,27.5,27.5,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",2.22,0,0.02,0,0.16742,53.31,0.17,0,0.11,0.4,38.24,1.07356985557853,1.73,0.01,"APATITE"
"1487","[17728] SCH<dc>RMANN L. W. (2002)","samp. KD016","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / KRUIDFONTEIN COMPLEX","OUTER ZONE AT FONTEINKOP",-25.117,-25.117,27.5,27.5,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",3.67,0.000413965692743768,0.6615169,0,0.51,51.5,0.47,0,0.375,0.34,36.59,1.08235750818712,1.58,0.01,"APATITE"
"1488","[17728] SCH<dc>RMANN L. W. (2002)","samp. KD016","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / KRUIDFONTEIN COMPLEX","OUTER ZONE AT FONTEINKOP",-25.117,-25.117,27.5,27.5,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",2.01,0,0.232,0,0.361,53.87,0.15,0,0.0595,0.37,38.83,1.03249908466682,1.66,0,"APATITE"
"1489","[17728] SCH<dc>RMANN L. W. (2002)","samp. KD016","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / KRUIDFONTEIN COMPLEX","OUTER ZONE AT FONTEINKOP",-25.117,-25.117,27.5,27.5,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",3.48,0.06,1.159,0,0.62,51.99,0.22,0,0.22,0.38,36.73,0.853618595886313,1.62,0.01,"APATITE"
"1490","[17728] SCH<dc>RMANN L. W. (2002)","samp. KD016","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / KRUIDFONTEIN COMPLEX","OUTER ZONE AT FONTEINKOP",-25.117,-25.117,27.5,27.5,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",1.57,0,0.17,0.002,0.36,53.87,0.2,0,0.0295,0.33,38.61,1.07471816700937,1.8,0.01,"APATITE"
"1491","[17728] SCH<dc>RMANN L. W. (2002)","samp. KD016","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / KRUIDFONTEIN COMPLEX","OUTER ZONE AT FONTEINKOP",-25.117,-25.117,27.5,27.5,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",1.38,0,0.03,0.002,0.14,54.04,0.13,0,0,0.28,38.84,0.866062255584946,1.97,0.01,"APATITE"
"1492","[17728] SCH<dc>RMANN L. W. (2002)","samp. KD016","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / KRUIDFONTEIN COMPLEX","OUTER ZONE AT FONTEINKOP",-25.117,-25.117,27.5,27.5,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",3.13,0.012,0.229,0,0.77,51.27,0.38,0,0.01,0.33,37.24,1.04,1.64,0.01,"APATITE"
"1493","[17728] SCH<dc>RMANN L. W. (2002)","samp. KD016","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / KRUIDFONTEIN COMPLEX","OUTER ZONE AT FONTEINKOP",-25.117,-25.117,27.5,27.5,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",1.44,0.01,0.02,0,0.243596147830659,54.13,0.16,0,0.103,0.31,38.41,0.824420664108496,1.8,0,"APATITE"
"1494","[17728] SCH<dc>RMANN L. W. (2002)","samp. KD016","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / KRUIDFONTEIN COMPLEX","OUTER ZONE AT FONTEINKOP",-25.117,-25.117,27.5,27.5,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",2.1,0.00033325051404671,0.09,0.014,0.227069266870826,54.01,0.15,0,0.23,0.3,38.47,1.19515318166156,1.57,0,"APATITE"
"1495","[17728] SCH<dc>RMANN L. W. (2002)","samp. KD016","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / KRUIDFONTEIN COMPLEX","OUTER ZONE AT FONTEINKOP",-25.117,-25.117,27.5,27.5,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",1.78,0.01,0.142,0.014,0.152,54.76,0.1,0,0.119,0.32,38.13,1.10707523465865,1.42,0.01,"APATITE"
"1496","[17728] SCH<dc>RMANN L. W. (2002)","samp. KD016","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / KRUIDFONTEIN COMPLEX","OUTER ZONE AT FONTEINKOP",-25.117,-25.117,27.5,27.5,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",1.76,0,0,0,0.41,52.96,0.47,0,0.104,0.3,38.19,0.97625722620297,1.8,0.01,"APATITE"
"1497","[17728] SCH<dc>RMANN L. W. (2002)","samp. KD016","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / KRUIDFONTEIN COMPLEX","OUTER ZONE AT FONTEINKOP",-25.117,-25.117,27.5,27.5,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",1.96,0,0.045,0,1.07,53.22,0.28,0,0.047,0.29,38.45,1.02407250050755,1.67,0,"APATITE"
"1498","[17728] SCH<dc>RMANN L. W. (2002)","samp. KD016","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / KRUIDFONTEIN COMPLEX","OUTER ZONE AT FONTEINKOP",-25.117,-25.117,27.5,27.5,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",1.29,0.01,0.023,0,0.5,54.8,0.23,0,0.03494536,0.34,38.62,0.855982369660398,1.96,0,"APATITE"
"1499","[17728] SCH<dc>RMANN L. W. (2002)","samp. KD016","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / KRUIDFONTEIN COMPLEX","OUTER ZONE AT FONTEINKOP",-25.117,-25.117,27.5,27.5,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.23,0,0,0,0.133,57.03,0,0,0,0.07,42.68,0.914832790914896,1.28,0,"APATITE"
"1500","[17728] SCH<dc>RMANN L. W. (2002)","samp. KD016","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / KRUIDFONTEIN COMPLEX","OUTER ZONE AT FONTEINKOP",-25.117,-25.117,27.5,27.5,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.24,0,0,0,0.03,57.4,0,0,0,0.07,42.54,0.99165175412372,1.53,0,"APATITE"
"1501","[17728] SCH<dc>RMANN L. W. (2002)","samp. KD016","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / KRUIDFONTEIN COMPLEX","OUTER ZONE AT FONTEINKOP",-25.117,-25.117,27.5,27.5,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.23,0,0,0,0.4,57.2,0,0,0.013,0.03,42.41,0.697580447478448,1.29,0,"APATITE"
"1502","[17728] SCH<dc>RMANN L. W. (2002)","samp. KD016","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / KRUIDFONTEIN COMPLEX","OUTER ZONE AT FONTEINKOP",-25.117,-25.117,27.5,27.5,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.24,0,0,0.017,0.053,57.5,0,0,0,0.04,42.39,0.769107203985542,1.42,0.01,"APATITE"
"1503","[17728] SCH<dc>RMANN L. W. (2002)","samp. KD016","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / KRUIDFONTEIN COMPLEX","OUTER ZONE AT FONTEINKOP",-25.117,-25.117,27.5,27.5,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.23,0.001,0,0,0.5055,57.36,0,0,0.0068,0.06,42.44,0.767270534625685,1.54,0,"APATITE"
"1504","[17728] SCH<dc>RMANN L. W. (2002)","samp. KD016","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / KRUIDFONTEIN COMPLEX","OUTER ZONE AT FONTEINKOP",-25.117,-25.117,27.5,27.5,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.66,0,0.01,0,0.5,55.76,0.11,0.04,0.0124,0.33,38.89,1.12628492953084,1.54,0.01,"APATITE"
"1505","[17728] SCH<dc>RMANN L. W. (2002)","samp. KD016","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / KRUIDFONTEIN COMPLEX","OUTER ZONE AT FONTEINKOP",-25.117,-25.117,27.5,27.5,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",1.26,0,0,0,0.8,54.71,0.22,0.01,0.04158633,0.31,39.23,0.918069201482999,1.75,0.01,"APATITE"
"1506","[17728] SCH<dc>RMANN L. W. (2002)","samp. KD019","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / KRUIDFONTEIN COMPLEX","OUTER ZONE AT FONTEINKOP",-25.117,-25.117,27.5,27.5,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",1.57,0.013,0.1465,0,1.18,53.79,0.25,0.1,0.22,0.25,40.61,0.767270534625685,1.35,0.01,"APATITE"
"1507","[17728] SCH<dc>RMANN L. W. (2002)","samp. KD019","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / KRUIDFONTEIN COMPLEX","OUTER ZONE AT FONTEINKOP",-25.117,-25.117,27.5,27.5,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",1.8,0,0.1,0,0.87,53.91,0.11,0.05,0.041,0.26,40.19,0.907486129735796,1.38,0,"APATITE"
"1508","[17728] SCH<dc>RMANN L. W. (2002)","samp. KD019","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / KRUIDFONTEIN COMPLEX","OUTER ZONE AT FONTEINKOP",-25.117,-25.117,27.5,27.5,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0,0.01,0.03,0,0.52,55.68,0.01,0.1,0.01,0.3,42.18,0.876390281879127,1.5,0.01,"APATITE"
"1509","[17728] SCH<dc>RMANN L. W. (2002)","samp. KD019","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / KRUIDFONTEIN COMPLEX","OUTER ZONE AT FONTEINKOP",-25.117,-25.117,27.5,27.5,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.16,0.025,0,0,0.48,54.97,0.04,0.06,0,0.25,41.64,0.889499696674871,1.56,0,"APATITE"
"1510","[17728] SCH<dc>RMANN L. W. (2002)","samp. KD019","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / KRUIDFONTEIN COMPLEX","OUTER ZONE AT FONTEINKOP",-25.117,-25.117,27.5,27.5,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.16,0.01,0.09,0.073,0.41,55.84,0.03,0.06,0.02,0.3,41.66,1.02407250050755,1.5,0,"APATITE"
"1511","[17728] SCH<dc>RMANN L. W. (2002)","samp. KD019","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / KRUIDFONTEIN COMPLEX","OUTER ZONE AT FONTEINKOP",-25.117,-25.117,27.5,27.5,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.35,0,0.002,0.02,0.44,55.38,0.02,0.08,0.006565,0.35,40.44,1.05597093629527,1.63,0,"APATITE"
"1512","[17728] SCH<dc>RMANN L. W. (2002)","samp. KD019","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / KRUIDFONTEIN COMPLEX","OUTER ZONE AT FONTEINKOP",-25.117,-25.117,27.5,27.5,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.02,0.502,0.0155,0,0.3,55.78,0,0.05,0.008,0.27,40.95,0.853834907366702,1.67,0.01,"APATITE"
"1513","[17728] SCH<dc>RMANN L. W. (2002)","samp. KD019","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / KRUIDFONTEIN COMPLEX","OUTER ZONE AT FONTEINKOP",-25.117,-25.117,27.5,27.5,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.28,0,0.00859938352905056,0,0.35,55.52,0.02,0.03,0.0539,0.31,40.8,0.964536593021501,1.24,0.01,"APATITE"
"1514","[17728] SCH<dc>RMANN L. W. (2002)","samp. KD019","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / KRUIDFONTEIN COMPLEX","OUTER ZONE AT FONTEINKOP",-25.117,-25.117,27.5,27.5,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0,0,0.005815,0,0.32,56.55,0.02,0.06,0.008,0.17,41.07,1.01544591239689,1.47,0,"APATITE"
"1515","[17728] SCH<dc>RMANN L. W. (2002)","samp. KD019","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / KRUIDFONTEIN COMPLEX","OUTER ZONE AT FONTEINKOP",-25.117,-25.117,27.5,27.5,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.38,0.077,0.04,0.045,0.31,55.1,0.03,0.01,0.11,0.29,41.6,1.10522380912479,1.56,0,"APATITE"
"1516","[17728] SCH<dc>RMANN L. W. (2002)","samp. KD019","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / KRUIDFONTEIN COMPLEX","OUTER ZONE AT FONTEINKOP",-25.117,-25.117,27.5,27.5,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.17,0,0.1595485,0,0.52,56,0.08,0.05,0.1828329,0.25,41.35,1.03249908466682,1.5,0,"APATITE"
"1517","[17728] SCH<dc>RMANN L. W. (2002)","samp. KD019","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / KRUIDFONTEIN COMPLEX","OUTER ZONE AT FONTEINKOP",-25.117,-25.117,27.5,27.5,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.4,0,0.000199580928368749,0,0.55,54.49,0.02,0,0.007181,0.21,40.79,0.973490023338139,1.66,0,"APATITE"
"1518","[17728] SCH<dc>RMANN L. W. (2002)","samp. KD019","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / KRUIDFONTEIN COMPLEX","OUTER ZONE AT FONTEINKOP",-25.117,-25.117,27.5,27.5,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.73,0,0.01,0.003,0.83,54,0.05,0.03,0,0.34,40.18,0.659867410579749,1.51,0,"APATITE"
"1519","[17728] SCH<dc>RMANN L. W. (2002)","samp. KD019","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / KRUIDFONTEIN COMPLEX","OUTER ZONE AT FONTEINKOP",-25.117,-25.117,27.5,27.5,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.07,0,0.01,0,0.55,54.76,0.1,0.09,0.007,0.49,40.31,0.742261346883469,1.35,0.01,"APATITE"
"1520","[17728] SCH<dc>RMANN L. W. (2002)","samp. KD019","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / KRUIDFONTEIN COMPLEX","OUTER ZONE AT FONTEINKOP",-25.117,-25.117,27.5,27.5,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.11,0,0.012,0.014,0.38,56.03,0.12,0.1,0.114347,0.4,41.43,0.989059644173923,1.46,0.01,"APATITE"
"1521","[17728] SCH<dc>RMANN L. W. (2002)","samp. KD019","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / KRUIDFONTEIN COMPLEX","OUTER ZONE AT FONTEINKOP",-25.117,-25.117,27.5,27.5,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",1.19,0,0.18,0,0.34,54.04,0.06,0,0.032,0.45,39.94,0.795773008777309,1.4,0,"APATITE"
"1522","[17728] SCH<dc>RMANN L. W. (2002)","samp. KD019","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / KRUIDFONTEIN COMPLEX","OUTER ZONE AT FONTEINKOP",-25.117,-25.117,27.5,27.5,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0,0.11,0.1,0.019,0.32,54.68,0.04,0,0.02,0.61,41.03,1.04,1.54,0.01,"APATITE"
"1523","[17728] SCH<dc>RMANN L. W. (2002)","samp. KD111","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / KRUIDFONTEIN COMPLEX","OUTER ZONE AT FONTEINKOP",-25.117,-25.117,27.5,27.5,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",1.53,0.17,0.321,0.01,2.13,50.94,0.44,0,0.38,0.41,40.06,1.03249908466682,1.55,0,"APATITE"
"1524","[17728] SCH<dc>RMANN L. W. (2002)","samp. KD111","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / KRUIDFONTEIN COMPLEX","OUTER ZONE AT FONTEINKOP",-25.117,-25.117,27.5,27.5,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.12,0,0.071,0,0.62,54.12,0.24,0,0.097,0.2,42.15,1.12571980715783,1.57,0,"APATITE"
