"CITATION","SAMPLE NAME","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MIN.)","LONGITUDE (MAX.)","LAND/SEA (SAMPLING)","ELEVATION (MIN.)","ELEVATION (MAX.)","ROCK NAME","ROCK TEXTURE","DRILLING DEPTH (MIN.)","DRILLING DEPTH (MAX.)","ALTERATION","MINERAL","SPOT","CRYSTAL","RIM/CORE (MINERAL GRAINS)","GRAIN SIZE","PRIMARY/SECONDARY","SIO2(WT%)","TIO2(WT%)","ZRO2(WT%)","AL2O3(WT%)","CR2O3(WT%)","LA2O3(WT%)","CE2O3(WT%)","V2O3(WT%)","FE2O3T(WT%)","FE2O3(WT%)","FEOT(WT%)","FEO(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","BAO(WT%)","SRO(WT%)","PBO(WT%)","NIO(WT%)","ZNO(WT%)","COO(WT%)","RB2O(WT%)","K2O(WT%)","NA2O(WT%)","LI2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","CO2(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","S2(WT%)","LOI(WT%)","O(WT%)","SI(WT%)","AL(WT%)","FE(WT%)","MG(WT%)","CA(WT%)","K(WT%)","NA(WT%)","HE(CCMSTP/G)","LI(PPM)","BE(PPM)","B(PPM)","P(PPM)","S(PPM)","AR36(CCMSTP/G)","AR40(AT/G)","AR40(CCMSTP/G)","AR40(MOL/G)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","SN(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","PB(PPM)","TH(PPM)","U(PPM)","U(PPB)","H2O(PPM)","ND143_ND144","SM147_ND144","SR87_SR86","RB87_SR86","PB206_PB204","PB207_PB204","PB207_PB206","PB208_PB204","PB208_PB206","HE3_HE4(R/R(A))","AR36_AR39","AR37_AR39","AR38_AR39","AR40_AR39","PB210_TH230_ACT","RA226_TH230_ACT","RA226_U238_ACT","TH230_TH232_ACT","TH230_U238_ACT","U234_U238_ACT","U238_TH230_ACT","U238_TH232_ACT","D13C(‰PDB)","D18O(‰)","D18O(‰SMOW)","D18O(‰VSMOW)","D34S(‰CDT)","D56FE(‰IRMM-014)","D57FE(‰IRMM-014)","ALBITE(MOL%)","ANORTHITE(MOL%)","CELSIAN(MOL%)","KALSILITE(MOL%)","(AL)KALIFELDSPAR(MOL%)","NEPHELINE(MOL%)","ORTHOCLASE(MOL%)","QUARTZ(MOL%)","AGE(KA)","AGE(MA)",
"[18353] CROSS J. K. (2014)","samp. AH07A","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07AA2_2","","","","primary","52.1344","0.0419","","23.9188","","","","","","","0.3927","","0.0125","0.0055","0","","","","","","","","20.067","0.7129","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07A","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07AA2_3","","","","primary","54.188","0.0817","","24.8142","","","","","","","0.5203","","0.0091","0","0","","","","","","","","20.2238","0.7149","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07A","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07AA2_4","","","","primary","54.6377","0.0823","","25.2384","","","","","","","0.6196","","0.0287","0.0129","0.006","","","","","","","","20.324","0.6729","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07A","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07AA3_1","","","","primary","54.7345","0.071","","24.7526","","","","","","","0.4907","","0.0304","0","0","","","","","","","","20.07","0.7778","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07A","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07AA3_2","","","","primary","54.3523","0.0462","","24.8554","","","","","","","0.5765","","0.0355","0","0.0105","","","","","","","","20.378","0.8277","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07A","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07AA3_3","","","","primary","54.8207","0.0464","","24.9865","","","","","","","0.4523","","0.0302","0","0","","","","","","","","20.1978","0.7154","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07A","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07AA4_1","","","","primary","53.7509","0.0541","","24.5157","","","","","","","0.4433","","0.0584","0.0005","0","","","","","","","","20.168","0.7631","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07A","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07AA4_2","","","","primary","54.1548","0","","24.9086","","","","","","","0.5577","","0.0207","0.02","0.0101","","","","","","","","20.3082","0.781","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07A","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07AA4_3","","","","primary","54.1018","0.0065","","24.8627","","","","","","","0.4899","","0.0272","0","0.0258","","","","","","","","20.1971","0.7744","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07A","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07AB1_1","","","","primary","55.001","0","","24.764","","","","","","","0.4151","","0.023","0.0064","0","","","","","","","","20.6528","0.6091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07A","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07AB1_2","","","","primary","53.9915","0.0309","","24.7921","","","","","","","0.5588","","0.0377","0.0007","0.0004","","","","","","","","20.2895","0.7053","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07A","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07AB1_3","","","","primary","53.7678","0.027","","24.6906","","","","","","","0.5279","","0.0293","0","0.0127","","","","","","","","20.4511","0.7167","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07A","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07AB2_1","","","","primary","53.1353","0.0462","","24.3266","","","","","","","0.5697","","0.0328","0","0.0067","","","","","","","","20.3522","0.5347","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07A","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07AB2_2","","","","primary","54.5859","0.0274","","25.0782","","","","","","","0.5385","","0.0932","0","0","","","","","","","","20.4798","0.6653","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07A","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07AB2_3","","","","primary","54.3974","0.0253","","24.8216","","","","","","","0.5299","","0.045","0","0","","","","","","","","20.5005","0.6065","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07A","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07AB3_1","","","","primary","54.0117","0.0491","","24.8031","","","","","","","0.5109","","0.0279","0","0.0214","","","","","","","","20.3105","0.8005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07A","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07AB3_2","","","","primary","54.398","0.0199","","24.7445","","","","","","","0.554","","0.0336","0","0","","","","","","","","20.1026","0.8005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07A","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07AB3_3","","","","primary","54.1353","0.0095","","24.63","","","","","","","0.4703","","0.0701","0.0078","0.036","","","","","","","","19.8852","0.8575","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07A","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07AB3_4","","","","primary","54.2484","0.0283","","25.0842","","","","","","","0.5295","","0.0361","0","0.0498","","","","","","","","20.3327","0.7714","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07A","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07AB4_1","","","","primary","54.0796","0.0039","","24.6186","","","","","","","0.3808","","0.0211","0.0079","0.0131","","","","","","","","20.3366","0.6397","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07A","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07AB4_2","","","","primary","54.5192","0","","24.7312","","","","","","","0.4658","","0.0218","0","0","","","","","","","","20.2806","0.752","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07A","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07AB4_3","","","","primary","54.7332","0.0283","","25.106","","","","","","","0.509","","0.0072","0.0202","0","","","","","","","","20.0751","0.8006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07A","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07AB4_4","","","","primary","54.9284","0.014","","24.9119","","","","","","","0.509","","0.0242","0","0","","","","","","","","20.2982","0.7547","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07A","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07AC1_1","","","","primary","55.3973","0.0393","","24.7959","","","","","","","0.3299","","0.0084","0","0","","","","","","","","20.2259","0.8387","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07A","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07AC1_3","","","","primary","54.6885","0.0135","","24.7615","","","","","","","0.5128","","0.0268","0.0196","0","","","","","","","","20.0916","0.9572","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07A","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07AC1_4","","","","primary","54.5177","0","","24.5192","","","","","","","0.402","","0.0513","0.0056","0.0067","","","","","","","","20.2535","0.8936","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07A","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07AC1_5","","","","primary","54.4257","0.022","","24.8353","","","","","","","0.5122","","0.0289","0","0.0086","","","","","","","","20.0621","0.8377","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07A","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07AC2_2","","","","primary","54.2926","0.0326","","24.7895","","","","","","","0.4986","","0.0273","0","0.003","","","","","","","","20.3432","0.6778","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07A","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07AC2_3","","","","primary","53.9134","0.0284","","24.7105","","","","","","","0.5802","","0.0288","0","0.003","","","","","","","","20.4039","0.6727","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07A","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07AC3_1","","","","primary","53.8503","0.0087","","24.2982","","","","","","","0.3694","","0.0286","0","0","","","","","","","","20.167","0.8764","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07A","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07AC3_2","","","","primary","53.8932","0.0245","","24.6219","","","","","","","0.5729","","0.0651","0","0","","","","","","","","20.2146","0.8242","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07A","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07AC3_3","","","","primary","54.2614","0.0512","","24.3776","","","","","","","0.5263","","0.0335","0.017","0.0262","","","","","","","","20.1799","0.7703","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07A","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07AC3_4","","","","primary","53.929","0.0436","","24.4653","","","","","","","0.6642","","0.0455","0.0418","0.0075","","","","","","","","20.0409","0.7998","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07A","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07AC4_1","","","","primary","54.3626","0.027","","24.2391","","","","","","","0.4581","","0.0116","0.0002","0","","","","","","","","20.0882","0.7552","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07A","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07AC4_2","","","","primary","54.5316","0.0429","","24.5403","","","","","","","0.4731","","0.0036","0.0071","0.0022","","","","","","","","20.4031","0.9087","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
