"CITATION","SAMPLE NAME","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MIN.)","LONGITUDE (MAX.)","LAND/SEA (SAMPLING)","ELEVATION (MIN.)","ELEVATION (MAX.)","ROCK NAME","ROCK TEXTURE","DRILLING DEPTH (MIN.)","DRILLING DEPTH (MAX.)","ALTERATION","MINERAL","SPOT","CRYSTAL","RIM/CORE (MINERAL GRAINS)","GRAIN SIZE","PRIMARY/SECONDARY","SIO2(WT%)","TIO2(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3T(WT%)","FE2O3(WT%)","FEOT(WT%)","FEO(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","BAO(WT%)","SRO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","CO2(WT%)","C(WT%)","F(WT%)","CL(WT%)","SO3(WT%)","S(WT%)","LOI(WT%)","O(WT%)","MG(WT%)","K(WT%)","MG(PPM)","AL(PPM)","AR40(MOL/G)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","AG(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","AU(PPM)","TH(PPM)","U(PPM)","SR87_SR86","RB87_SR86","D18O(‰SMOW)","D18O(‰VSMOW)","DD(‰)","DD(‰VSMOW)","AGE(MA)",
"[8288] PERKINS C. (1995)","samp. 91-291","INTRAPLATE VOLCANICS","AUSTRALIA / TASMAN OROGEN / QUEENSLAND / YARROL-TAMWORTH BELT - DRUMMOND BASIN","LONE SISTER, LRCD 12, NEW ENGLAND FAULT BELT","-22","-22","147","147.2","subaerial","","","VEIN, ILLITE","","420.1","421.7","","ILLITE","","","","","secondary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.6","","","0.0000000004354","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","345",
"[8288] PERKINS C. (1995)","samp. 91-291","INTRAPLATE VOLCANICS","AUSTRALIA / TASMAN OROGEN / QUEENSLAND / YARROL-TAMWORTH BELT - DRUMMOND BASIN","LONE SISTER, LRCD 12, NEW ENGLAND FAULT BELT","-22","-22","147","147.2","subaerial","","","VEIN, ILLITE","","420.1","421.7","","ILLITE","","","","","secondary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[8288] PERKINS C. (1995)","samp. 91-289","INTRAPLATE VOLCANICS","AUSTRALIA / TASMAN OROGEN / QUEENSLAND / YARROL-TAMWORTH BELT - DRUMMOND BASIN","LONE SISTER, LRCD 12, NEW ENGLAND FAULT BELT","-22","-22","147","147.2","subaerial","","","NOT GIVEN","","375.9","376.6","","CLAY MINERAL","","","","","secondary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.244","","","0.0000000001474","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","342 \ 342",
"[8288] PERKINS C. (1995)","samp. 91-289","INTRAPLATE VOLCANICS","AUSTRALIA / TASMAN OROGEN / QUEENSLAND / YARROL-TAMWORTH BELT - DRUMMOND BASIN","LONE SISTER, LRCD 12, NEW ENGLAND FAULT BELT","-22","-22","147","147.2","subaerial","","","NOT GIVEN","","375.9","376.6","","CLAY MINERAL","","","","","secondary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.276","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[8288] PERKINS C. (1995)","samp. 91-289","INTRAPLATE VOLCANICS","AUSTRALIA / TASMAN OROGEN / QUEENSLAND / YARROL-TAMWORTH BELT - DRUMMOND BASIN","LONE SISTER, LRCD 12, NEW ENGLAND FAULT BELT","-22","-22","147","147.2","subaerial","","","NOT GIVEN","","375.9","376.6","","CLAY MINERAL","","","","","secondary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.244","","","0.0000000001474","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","342",
"[8288] PERKINS C. (1995)","samp. 91-289","INTRAPLATE VOLCANICS","AUSTRALIA / TASMAN OROGEN / QUEENSLAND / YARROL-TAMWORTH BELT - DRUMMOND BASIN","LONE SISTER, LRCD 12, NEW ENGLAND FAULT BELT","-22","-22","147","147.2","subaerial","","","NOT GIVEN","","375.9","376.6","","CLAY MINERAL","","","","","secondary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.276","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[8288] PERKINS C. (1995)","samp. 91-275","INTRAPLATE VOLCANICS","AUSTRALIA / TASMAN OROGEN / QUEENSLAND / YARROL-TAMWORTH BELT - DRUMMOND BASIN","WIRRALIE, DDH 48, NEW ENGLAND FAULT BELT","-21","-21.1","147.2","147.6","subaerial","","","VEIN, ILLITE","","147.9","147.9","","ILLITE","","","","","secondary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.553","","","0.0000000004954","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","344 \ 344",
"[8288] PERKINS C. (1995)","samp. 91-275","INTRAPLATE VOLCANICS","AUSTRALIA / TASMAN OROGEN / QUEENSLAND / YARROL-TAMWORTH BELT - DRUMMOND BASIN","WIRRALIE, DDH 48, NEW ENGLAND FAULT BELT","-21","-21.1","147.2","147.6","subaerial","","","VEIN, ILLITE","","147.9","147.9","","ILLITE","","","","","secondary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.518","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[8288] PERKINS C. (1995)","samp. 91-275","INTRAPLATE VOLCANICS","AUSTRALIA / TASMAN OROGEN / QUEENSLAND / YARROL-TAMWORTH BELT - DRUMMOND BASIN","WIRRALIE, DDH 48, NEW ENGLAND FAULT BELT","-21","-21.1","147.2","147.6","subaerial","","","VEIN, ILLITE","","147.9","147.9","","ILLITE","","","","","secondary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.553","","","0.0000000004937","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","343",
"[8288] PERKINS C. (1995)","samp. 91-275","INTRAPLATE VOLCANICS","AUSTRALIA / TASMAN OROGEN / QUEENSLAND / YARROL-TAMWORTH BELT - DRUMMOND BASIN","WIRRALIE, DDH 48, NEW ENGLAND FAULT BELT","-21","-21.1","147.2","147.6","subaerial","","","VEIN, ILLITE","","147.9","147.9","","ILLITE","","","","","secondary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.518","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[8288] PERKINS C. (1995)","samp. 91-282","INTRAPLATE VOLCANICS","AUSTRALIA / TASMAN OROGEN / QUEENSLAND / YARROL-TAMWORTH BELT - DRUMMOND BASIN","PAJINGO, JMPD 181, NEW ENGLAND FAULT BELT","-20.7833","-20.7833","146.1833","146.1833","subaerial","","","NOT GIVEN","","114","114","","CLAY MINERAL","","","","","secondary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.111","","","0.0000000001366","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","342 \ 342",
"[8288] PERKINS C. (1995)","samp. 91-282","INTRAPLATE VOLCANICS","AUSTRALIA / TASMAN OROGEN / QUEENSLAND / YARROL-TAMWORTH BELT - DRUMMOND BASIN","PAJINGO, JMPD 181, NEW ENGLAND FAULT BELT","-20.7833","-20.7833","146.1833","146.1833","subaerial","","","NOT GIVEN","","114","114","","CLAY MINERAL","","","","","secondary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.068","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[8288] PERKINS C. (1995)","samp. 92-338","INTRAPLATE VOLCANICS","AUSTRALIA / TASMAN OROGEN / QUEENSLAND / YARROL-TAMWORTH BELT - DRUMMOND BASIN","BIMURRA, S/39, NEW ENGLAND FAULT BELT","-21","-21.1","147.2","147.6","subaerial","","","VEIN, ILLITE","","110.1","110.1","","ILLITE","","","","","secondary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.535","","","0.0000000004239","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","341 \ 341",
"[8288] PERKINS C. (1995)","samp. 92-338","INTRAPLATE VOLCANICS","AUSTRALIA / TASMAN OROGEN / QUEENSLAND / YARROL-TAMWORTH BELT - DRUMMOND BASIN","BIMURRA, S/39, NEW ENGLAND FAULT BELT","-21","-21.1","147.2","147.6","subaerial","","","VEIN, ILLITE","","110.1","110.1","","ILLITE","","","","","secondary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[8288] PERKINS C. (1995)","samp. 92-339","INTRAPLATE VOLCANICS","AUSTRALIA / TASMAN OROGEN / QUEENSLAND / YARROL-TAMWORTH BELT - DRUMMOND BASIN","BIMURRA, B1, NEW ENGLAND FAULT BELT","-21","-21.1","147.2","147.6","subaerial","","","VEIN, ILLITE","","184.9","184.9","","ILLITE","","","","","secondary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.844","","","0.0000000005119","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","341",
"[8288] PERKINS C. (1995)","samp. 92-339","INTRAPLATE VOLCANICS","AUSTRALIA / TASMAN OROGEN / QUEENSLAND / YARROL-TAMWORTH BELT - DRUMMOND BASIN","BIMURRA, B1, NEW ENGLAND FAULT BELT","-21","-21.1","147.2","147.6","subaerial","","","VEIN, ILLITE","","184.9","184.9","","ILLITE","","","","","secondary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.861","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[8288] PERKINS C. (1995)","samp. 92-307","INTRAPLATE VOLCANICS","AUSTRALIA / TASMAN OROGEN / QUEENSLAND / YARROL-TAMWORTH BELT - DRUMMOND BASIN","CONWAY, DDM C-131, NEW ENGLAND FAULT BELT","-20.8","-21","147.2","147.6","subaerial","","","VEIN, ILLITE","","78","78","","ILLITE","","","","","secondary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.3183","","","0.0000000004203","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","341 \ 342",
"[8288] PERKINS C. (1995)","samp. 92-307","INTRAPLATE VOLCANICS","AUSTRALIA / TASMAN OROGEN / QUEENSLAND / YARROL-TAMWORTH BELT - DRUMMOND BASIN","CONWAY, DDM C-131, NEW ENGLAND FAULT BELT","-20.8","-21","147.2","147.6","subaerial","","","VEIN, ILLITE","","78","78","","ILLITE","","","","","secondary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.3183","","","0.0000000004123","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","342",
"[8335] ROWBOTHAM G. (1992)","samp. 129-800A-58R-1,86-91","OCEAN-BASIN FLOOD BASALT","PIGAFETTA BASIN / SITE 800","HOLE 800A","21.923","21.923","152.3228","152.3228","subaquatic","-5697","-5697","DOLERITE, ALKALINE","APHYRIC, NONVESICULAR","508.06","508.06","moderately altered","SMECTITE","","","","","secondary","33.3","0.32","12.41","0","","","21.33","","0.25","18.52","0.07","","","0","0.3","2.13","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[8335] ROWBOTHAM G. (1992)","samp. 129-800A-58R-1,86-91","OCEAN-BASIN FLOOD BASALT","PIGAFETTA BASIN / SITE 800","HOLE 800A","21.923","21.923","152.3228","152.3228","subaquatic","-5697","-5697","DOLERITE, ALKALINE","APHYRIC, NONVESICULAR","508.06","508.06","moderately altered","SMECTITE","","","","","secondary","34.18","0.22","12.47","0","","","21.41","","0.24","19.09","0.22","","","0","0.15","0.43","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[8335] ROWBOTHAM G. (1992)","samp. 129-800A-58R-1,86-91","OCEAN-BASIN FLOOD BASALT","PIGAFETTA BASIN / SITE 800","HOLE 800A","21.923","21.923","152.3228","152.3228","subaquatic","-5697","-5697","DOLERITE, ALKALINE","APHYRIC, NONVESICULAR","508.06","508.06","moderately altered","SMECTITE","","","","","secondary","41","0.02","7.42","0","","","8.6","","1.69","17.26","0.16","","","0","0.43","0.71","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[8335] ROWBOTHAM G. (1992)","samp. 129-800A-58R-1,86-91","OCEAN-BASIN FLOOD BASALT","PIGAFETTA BASIN / SITE 800","HOLE 800A","21.923","21.923","152.3228","152.3228","subaquatic","-5697","-5697","DOLERITE, ALKALINE","APHYRIC, NONVESICULAR","508.06","508.06","moderately altered","SMECTITE","","","","","secondary","37.41","0.03","6.97","0","","","7.57","","0.56","13.96","0","","","0","1.09","1.05","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[8335] ROWBOTHAM G. (1992)","samp. 129-800A-58R-2,67-73","OCEAN-BASIN FLOOD BASALT","PIGAFETTA BASIN / SITE 800","HOLE 800A","21.923","21.923","152.3228","152.3228","subaquatic","-5697","-5697","DOLERITE, ALKALINE","APHYRIC, NONVESICULAR","509.35","509.35","moderately altered","SMECTITE","","","","","secondary","30.15","0.06","11.35","0","","","30.52","","0.2","14.31","0.27","","","0","0.15","0.34","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[8335] ROWBOTHAM G. (1992)","samp. 129-800A-58R-2,67-73","OCEAN-BASIN FLOOD BASALT","PIGAFETTA BASIN / SITE 800","HOLE 800A","21.923","21.923","152.3228","152.3228","subaquatic","-5697","-5697","DOLERITE, ALKALINE","APHYRIC, NONVESICULAR","509.35","509.35","moderately altered","SMECTITE","","","","","secondary","39.19","0","11.1","0","","","12.26","","1.32","17.97","0.04","","","0.1","0.13","0.83","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[8335] ROWBOTHAM G. (1992)","samp. 129-800A-58R-2,67-73","OCEAN-BASIN FLOOD BASALT","PIGAFETTA BASIN / SITE 800","HOLE 800A","21.923","21.923","152.3228","152.3228","subaquatic","-5697","-5697","DOLERITE, ALKALINE","APHYRIC, NONVESICULAR","509.35","509.35","moderately altered","SMECTITE","","","","","secondary","42.05","0","8.05","0.01","","","10.35","","1.21","19.56","0","","","0.18","0.3","1.13","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[8335] ROWBOTHAM G. (1992)","samp. 129-800A-58R-2,67-73","OCEAN-BASIN FLOOD BASALT","PIGAFETTA BASIN / SITE 800","HOLE 800A","21.923","21.923","152.3228","152.3228","subaquatic","-5697","-5697","DOLERITE, ALKALINE","APHYRIC, NONVESICULAR","509.35","509.35","moderately altered","SMECTITE","","","","","secondary","31.85","0.08","10.53","0","","","26.91","","0.17","16.61","0.32","","","0.1","0.04","0.66","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[8335] ROWBOTHAM G. (1992)","samp. 129-801B-41R-1,130-136","OCEAN-BASIN FLOOD BASALT","PIGAFETTA BASIN / SITE 801","HOLE 801B","18.642","18.642","-156.3597","-156.3597","subaquatic","-5685","-5685","BASALT, ALKALINE","","","","","SMECTITE","","","","","secondary","54.96","0.17","13.45","0","","","10.22","","0.86","4.73","0.03","","","0.26","1.45","1.47","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[8335] ROWBOTHAM G. (1992)","samp. 129-801B-41R-1,130-136","OCEAN-BASIN FLOOD BASALT","PIGAFETTA BASIN / SITE 801","HOLE 801B","18.642","18.642","-156.3597","-156.3597","subaquatic","-5685","-5685","BASALT, ALKALINE","","","","","SMECTITE","","","","","secondary","55.61","0.16","14","0","","","8.92","","0.71","4.52","0","","","0.02","1.19","1.27","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[8335] ROWBOTHAM G. (1992)","samp. 129-801B-43R-1,4-9","OCEAN-BASIN FLOOD BASALT","PIGAFETTA BASIN / SITE 801","HOLE 801B","18.642","18.642","-156.3597","-156.3597","subaquatic","-5685","-5685","DOLERITE, ALKALINE","COARSE-GRAINED","","","","SMECTITE","","","","","secondary","33.15","0.02","18.79","0.06","","","12.75","","0.57","19.71","0.19","","","0","0.34","0.39","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[8335] ROWBOTHAM G. (1992)","samp. 129-801B-43R-1,4-9","OCEAN-BASIN FLOOD BASALT","PIGAFETTA BASIN / SITE 801","HOLE 801B","18.642","18.642","-156.3597","-156.3597","subaquatic","-5685","-5685","DOLERITE, ALKALINE","COARSE-GRAINED","","","","SMECTITE","","","","","secondary","32.83","0.02","19.97","0","","","12.12","","0.57","19.34","0.31","","","0","0.34","0.41","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[8335] ROWBOTHAM G. (1992)","samp. 129-801B-43R-1,4-9","OCEAN-BASIN FLOOD BASALT","PIGAFETTA BASIN / SITE 801","HOLE 801B","18.642","18.642","-156.3597","-156.3597","subaquatic","-5685","-5685","DOLERITE, ALKALINE","COARSE-GRAINED","","","","SMECTITE","","","","","secondary","44.08","0.06","5.16","0","","","8.11","","0.47","18.06","0","","","0","0.82","1.04","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[8335] ROWBOTHAM G. (1992)","samp. 129-801B-43R-1,4-9","OCEAN-BASIN FLOOD BASALT","PIGAFETTA BASIN / SITE 801","HOLE 801B","18.642","18.642","-156.3597","-156.3597","subaquatic","-5685","-5685","DOLERITE, ALKALINE","COARSE-GRAINED","","","","SMECTITE","","","","","secondary","44.03","0.07","5.33","0.04","","","8.73","","0.45","16.67","0.04","","","0","1","0.65","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[8335] ROWBOTHAM G. (1992)","samp. 129-801B-44R-2,140-145","OCEAN-BASIN FLOOD BASALT","PIGAFETTA BASIN / SITE 801","HOLE 801B","18.642","18.642","-156.3597","-156.3597","subaquatic","-5685","-5685","BASALT, ALKALINE","","","","","SMECTITE","","","","","secondary","51.68","0.07","10.78","0.06","","","11.81","","1.45","6.47","0","","","0","1.9","2","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[8335] ROWBOTHAM G. (1992)","samp. 129-801B-44R-2,140-145","OCEAN-BASIN FLOOD BASALT","PIGAFETTA BASIN / SITE 801","HOLE 801B","18.642","18.642","-156.3597","-156.3597","subaquatic","-5685","-5685","BASALT, ALKALINE","","","","","SMECTITE","","","","","secondary","52.91","0.15","11.32","0.11","","","10.93","","1.33","5.6","0","","","0.19","1.5","0.29","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[8335] ROWBOTHAM G. (1992)","samp. 129-801C-1R-1,14-20","OCEAN-BASIN FLOOD BASALT","PIGAFETTA BASIN / SITE 801","HOLE 801C","18.6423","18.6423","-156.3598","-156.3598","subaquatic","-5685","-5685","BASALT, ALKALINE","APHYRIC","","","","SMECTITE","","","","","secondary","40.88","0.13","11.83","0","","","10.26","","1.54","19.93","0.12","","","0.34","0.44","0","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[8335] ROWBOTHAM G. (1992)","samp. 129-801C-1R-1,14-20","OCEAN-BASIN FLOOD BASALT","PIGAFETTA BASIN / SITE 801","HOLE 801C","18.6423","18.6423","-156.3598","-156.3598","subaquatic","-5685","-5685","BASALT, ALKALINE","APHYRIC","","","","SMECTITE","","","","","secondary","55.17","0.01","2.2","0","","","11.98","","0.52","20.98","0","","","0.52","0.61","0.18","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[8335] ROWBOTHAM G. (1992)","samp. 129-801C-1R-1,14-20","OCEAN-BASIN FLOOD BASALT","PIGAFETTA BASIN / SITE 801","HOLE 801C","18.6423","18.6423","-156.3598","-156.3598","subaquatic","-5685","-5685","BASALT, ALKALINE","APHYRIC","","","","SMECTITE","","","","","secondary","53.04","0.06","2.75","0.07","","","12.93","","0.71","18.74","0","","","0.05","0.7","0.38","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[8335] ROWBOTHAM G. (1992)","samp. 129-801C-1R-1,14-20","OCEAN-BASIN FLOOD BASALT","PIGAFETTA BASIN / SITE 801","HOLE 801C","18.6423","18.6423","-156.3598","-156.3598","subaquatic","-5685","-5685","BASALT, ALKALINE","APHYRIC","","","","SMECTITE","","groundmass","","","secondary","48.5","0.04","4.18","0.14","","","11.04","","0.57","18.86","0","","","0.41","1.49","0.45","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[8335] ROWBOTHAM G. (1992)","samp. 129-801C-5R-5,73-78","OCEAN-BASIN FLOOD BASALT","PIGAFETTA BASIN / SITE 801","HOLE 801C","18.6423","18.6423","-156.3598","-156.3598","subaquatic","-5685","-5685","THOLEIITE","APHYRIC","","","","SMECTITE","","","","","secondary","43.32","0.06","6.41","0.05","","","8.7","","1.03","18.73","0","","","0.23","1.01","0.47","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[8335] ROWBOTHAM G. (1992)","samp. 129-801C-5R-5,73-78","OCEAN-BASIN FLOOD BASALT","PIGAFETTA BASIN / SITE 801","HOLE 801C","18.6423","18.6423","-156.3598","-156.3598","subaquatic","-5685","-5685","THOLEIITE","APHYRIC","","","","SMECTITE","","","","","secondary","43.19","0.05","6.52","0","","","9.33","","1.09","18.61","0.07","","","0","0.89","0.49","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[8335] ROWBOTHAM G. (1992)","samp. 129-801C-5R-5,73-78","OCEAN-BASIN FLOOD BASALT","PIGAFETTA BASIN / SITE 801","HOLE 801C","18.6423","18.6423","-156.3598","-156.3598","subaquatic","-5685","-5685","THOLEIITE","APHYRIC","","","","SMECTITE","","","","","secondary","50.8","0.02","1.32","0.05","","","14.64","","0.66","16.23","0.13","","","0.36","0.74","0.35","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[8335] ROWBOTHAM G. (1992)","samp. 129-801C-6R-4,49-54","OCEAN-BASIN FLOOD BASALT","PIGAFETTA BASIN / SITE 801","HOLE 801C","18.6423","18.6423","-156.3598","-156.3598","subaquatic","-5685","-5685","THOLEIITE","APHYRIC","","","","SMECTITE","","groundmass","","","secondary","26.16","0.43","4.69","0","","","26.65","","1.09","12.99","0.16","","","0","0.89","0.1","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[8335] ROWBOTHAM G. (1992)","samp. 129-801C-6R-4,49-54","OCEAN-BASIN FLOOD BASALT","PIGAFETTA BASIN / SITE 801","HOLE 801C","18.6423","18.6423","-156.3598","-156.3598","subaquatic","-5685","-5685","THOLEIITE","APHYRIC","","","","SMECTITE","","groundmass","","","secondary","25.86","0.41","4.05","0","","","31.25","","2.06","9.71","0.07","","","0","0.61","1.41","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[8335] ROWBOTHAM G. (1992)","samp. 129-801C-6R-4,49-54","OCEAN-BASIN FLOOD BASALT","PIGAFETTA BASIN / SITE 801","HOLE 801C","18.6423","18.6423","-156.3598","-156.3598","subaquatic","-5685","-5685","THOLEIITE","APHYRIC","","","","SMECTITE","","","","","secondary","36.96","0","3.48","0","","","21.93","","0.82","16.08","0.18","","","0","1.05","0.48","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[8335] ROWBOTHAM G. (1992)","samp. 129-801C-6R-4,49-54","OCEAN-BASIN FLOOD BASALT","PIGAFETTA BASIN / SITE 801","HOLE 801C","18.6423","18.6423","-156.3598","-156.3598","subaquatic","-5685","-5685","THOLEIITE","APHYRIC","","","","SMECTITE","","","","","secondary","33.2","0","2.68","0","","","23.2","","0.7","15.37","0.38","","","0","1.12","0.4","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[8335] ROWBOTHAM G. (1992)","samp. 129-801C-7R2,122-127","OCEAN-BASIN FLOOD BASALT","PIGAFETTA BASIN / SITE 801","HOLE 801C","18.6423","18.6423","-156.3598","-156.3598","subaquatic","-5685","-5685","THOLEIITE","APHYRIC","","","","SMECTITE","","","","","secondary","53.03","0.29","6.28","0.07","","","16.88","","1.65","12.78","0.01","","","0.2","0.55","0.56","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[8335] ROWBOTHAM G. (1992)","samp. 129-801C-7R2,122-127","OCEAN-BASIN FLOOD BASALT","PIGAFETTA BASIN / SITE 801","HOLE 801C","18.6423","18.6423","-156.3598","-156.3598","subaquatic","-5685","-5685","THOLEIITE","APHYRIC","","","","SMECTITE","","","","","secondary","51.41","0.07","4.62","0.03","","","16.47","","1.39","7.85","0","","","0.2","0.59","0.64","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[8335] ROWBOTHAM G. (1992)","samp. 129-801C-7R2,122-127","OCEAN-BASIN FLOOD BASALT","PIGAFETTA BASIN / SITE 801","HOLE 801C","18.6423","18.6423","-156.3598","-156.3598","subaquatic","-5685","-5685","THOLEIITE","APHYRIC","","","","SMECTITE","","","","","secondary","54.78","0.54","8.49","0","","","14.64","","1.92","11.75","0.03","","","0.35","0.78","0.36","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
