id,SAMPLE,GROUP,MINERAL,ROCK,SIO2,TIO2,AL2O3,CR2O3,FEOT,CAO,MGO,MNO,K2O,NA2O,P2O5,H20,F,CL,NIO,CUO,COO,ZNO,PBO,S,ZRO2,AS,X1_1
2056,samp. T147-R2A,FELDSPAR,LABRADORITE,GABBRO,53.872,0.12,28.262,0.11,0.83,11.018,0.075,0.044,0.542,4.858764,0.025716685,0,0,0.03,0.03,0,0,0,0,0,0,0,NA
2057,samp. 5,FELDSPAR,LABRADORITE,BASALT,56.73,0.310031003,24.97,0,1.63,10.92,0.36,0.0084,0.44,4.89,0,0,0.23,0.04,0.01,0,0,0,0,0,0,0,NA
2058,samp. Z-227,FELDSPAR,LABRADORITE,"ANDESITE, BASALTIC",54.2,0.06,27.1,0,0.814,10.6,0.063,0,0.37,5.51,0,0,0,0.0063,0,0,0,0,0,0,0,0,NA
2059,samp. SE137-1-5,FELDSPAR,LABRADORITE,NOT GIVEN,52.52,0.12,30.34,0,0.63,13.1,0.11,0.02,0.25,3.84,0.0296,0,0.044,0.0035,0,0,0,0,0,0,0,0,NA
2060,samp. T147-R1X,FELDSPAR,LABRADORITE,ANORTHOSITE,52.119,0.12,30.131,1.50E-05,0.61,12.872,0.062,0,0.295,3.831408,0.00034179,0,0,0,0,0,0,0,0,0,0,0,NA
2061,samp. GG7,FELDSPAR,LABRADORITE,"TRACHYANDESITE, BASALTIC",53.497,0,28.784,0,0.43,11.634,0.003,0.01,0.165,5.299,0.03,0,0,0.008,0.015,0,0,0,0,0,0,0,NA
2062,samp. SA06,FELDSPAR,LABRADORITE,BASALT,54.94,0.2,27.64,0.005,0.98,10.5,0.14,0.012,0.44,5.12,0.01,0,0,0.018,0.033,0,0,0,0,0,0,0,NA
2063,samp. 119,FELDSPAR,LABRADORITE,NOT GIVEN,52.85,0.0107,29.04,0,0.6118,11.13,0,0.01,0.25,4.94,0.03,0,0.017,0,0,0,0,0,0,0,0,0,NA
2064,samp. L2-79NC-D1-15,FELDSPAR,LABRADORITE,GABBRO,55.075,0.06,28.189,0.001,0.4078,10.55,0.026,0,0.298,5.188908,0.1859383,0,0,0.001,0,0,0,0,0,0,0,0,NA
2065,samp. SV20,FELDSPAR,LABRADORITE,MUGEARITE,55.233,0.0352,27.778,0,0.447,10.704,0.087,0,0.354,5.438,0,0,0,0,0.0071,0,0,0,0,0,0,0,NA
2066,samp. MUGEARITE,FELDSPAR,LABRADORITE,MUGEARITE,56.61,0,27.66,0.004,0.53,10.11,0.009,0,0.67,5.29,0,0,0,0.011,0,0,0,0,0,0,0,0,NA
2067,samp. BRGIC 10D,FELDSPAR,LABRADORITE,GABBRO,52.027,0.006,30.742,0.01,0.103,12.502,0.004,0,0.079,4.15,0.0155,0,0.0163,0.015,0.012,0,0,0,0,0,0,0,NA
2068,samp. SV20,FELDSPAR,LABRADORITE,MUGEARITE,54.641,0.0415,28.07,0,0.478,11.209,0.03,0,0.298,5.208,0,0,0,0.01,0,0,0,0,0,0,0,0,NA
2069,samp. Z-342,FELDSPAR,LABRADORITE,ANDESITE,51.1,0.0273,29.5,0.001,0.61,13,0.03,0.15,0.14,4.13,0.02,0,0.0225,0.03,0.0119,0,0,0,0,0,0,0,NA
2070,samp. GE51,FELDSPAR,LABRADORITE,BASALT,53.15,0.0554,28.59,0.01,0.8253,12.81,0.09,0.003712,0.21,4,0.011,0,0,0,0.02,0,0,0,0,0,0,0,NA
2071,samp. PA-21,FELDSPAR,LABRADORITE,DACITE,55.55,0,28.43,0.017,0.1753,10.55,0.014,0.05,0.27,5.22,0.01,0,0.0053,0.01,0.16,0,0,0,0,0,0,0,NA
2072,samp. L2-79NC-D1-53C,FELDSPAR,LABRADORITE,ANORTHOSITE,51.981,0.0968,29.796,0.05,0.2919,12.855,0.075,0.028,0.316,3.902,0.2177,0,0,0.03,0.02,0,0,0,0,0,0,0,NA
2073,samp. H81L,FELDSPAR,LABRADORITE,HAWAIITE,53.86,0.11,28.12,0.15,0.659143114,12.16,0.08,0,0.31,4.38,0.04195,0,0.079,0.01,0.01,0,0,0,0,0,0,0,NA
2074,samp. DD10,FELDSPAR,LABRADORITE,NOT GIVEN,51.5586,0.0271,30.6831,0,0.6934,13.6856,0.0804,0.04,0.1806,3.6612,0.048892197,0,0.19,0.004,0,0,0,0,0,0,0,0,NA
2075,samp. D817,FELDSPAR,LABRADORITE,ANDESITE,53.79,0.0321,29.96,0.001,0.5691,12.76,0.0268,0,0.7844,3.53,0.009,0,0,0,0,0,0,0,0,0,0,0,NA
2076,samp. PAR 84,FELDSPAR,LABRADORITE,ANDESITE,53.94,0.053,28.15,0,0.494,10.76,0.053,0.01,0.44,4.95,0.0292,0,0.0569,0.0064,0.021,0,0,0,0,0,0,0,NA
2077,samp. L2-79NC-D1-42,FELDSPAR,LABRADORITE,GABBRO,52.35,0.0396,30.422,0,0.336,12.71,0.015,0.03,0.139,4.234,0.0335,0,0.09,0,0,0,0,0,0,0,0,0,NA
2078,samp. SV12,FELDSPAR,LABRADORITE,BENMOREITE,54.157,0.03,28.147,0.01,0.552,11.222,0.0381,0,0.306,4.784,0.001846264,0,0,0,0.0641,0,0,0,0,0,0,0,NA
2079,samp. BSA15-1,FELDSPAR,LABRADORITE,TRACHYBASALT,51.67,0.21,30.25,0,0.61,12.57,0.01,0.04,0.21,3.89,0.0089,0,0.083,0.03,0.007,0,0,0,0,0,0,0,NA
2080,samp. HTAC201,FELDSPAR,LABRADORITE,PHONOLITE,52.54,0.0349,29.98,0,0.82,12.67,0.1,0.009,0.475,3.82,0,0,0.02,0,0.0231,0,0,0,0,0,0,0,NA
2081,samp. FELDSPAR,FELDSPAR,LABRADORITE,"ANDESITE, BASALTIC",54.3,0.118,28.14,0,0.8,10.78,0.11,0.002,0.67,4.84,0.002563394,0,0.0119,0,0,0,0,0,0,0,0,0,NA
2082,samp. T144-R11X,FELDSPAR,LABRADORITE,ANORTHOSITE,52.178,0.08,30.042,0,0.755,13.32,0.096,0,0.353,3.704346,0,0,0,0,0,0,0,0,0,0,0,0,NA
2083,samp. M11-24,FELDSPAR,LABRADORITE,NOT GIVEN,53.5643,0.049,28.5252,0,0.5816,11.6229,0.0347,0,0.7657,4.3054,0,0,0,0.002,0,0,0,0,0,0,0,0,NA
2084,samp. SE32-2-3,FELDSPAR,LABRADORITE,NOT GIVEN,51.93,0.08,30,0,0.68,13.11,0.14,0,0.19,3.99,0.06,0,0,1.00E-05,0,0,0,0,0,0,0,0,NA
2085,samp. DZ16,FELDSPAR,LABRADORITE,BASALT,51.46,0.08,29.8,0.01,0.6523,12.98,0.01,0,0.18,3.62,0.07,0,0.002,0,0,0,0,0,0,0,0,0,NA
2086,samp. HEREPEA,FELDSPAR,LABRADORITE,"ANDESITE, BASALTIC",53.03,0.07,29.05,0.021,0.95,12.88,0.18,0,0.23,4.17,0,0,0,0.0036,0.07,0,0,0,0,0,0,0,NA
2087,samp. AH07B,FELDSPATHOID,LEUCITE,NOT GIVEN,54.5954,0.0679,25.3964,0,0.4741,0.0379,0,0.0011,20.2304,0.7468,0.12,9.2847,0.2556,1.27,0.02923,0,0,0,0,1.75,0,0,NA
2088,samp. AH07A,FELDSPATHOID,LEUCITE,NOT GIVEN,54.6885,0.0135,24.7615,0,0.5128,0.0268,0.0196,0,20.0916,0.9572,0.05,14.3878,0,0.1019,0,0,0,0,0,2.95,0,0,NA
2089,samp. 89-21,FELDSPATHOID,LEUCITE,"TRACHYTE, LEUCITE",54.6,0.186,23.2,0.03,0.4817,0.04,0.0136,0.029,20.6,0.42,0.11,8.4142,0,0.128,0,0,0,0,0,1.75,0,0,NA
2090,samp. LEUCITE,FELDSPATHOID,LEUCITE,LEUCITITE,55,0.21,21.4,0,0.84,0,0.28,0,21.8,0.1,0.05,14.3878,0.16,0.24,0,0,0,0,0,0.35,0,0,NA
2091,samp. G-4870,FELDSPATHOID,LEUCITE,"LEUCITITE, OLIVINE",54.1,0.15,21.6,0,1.25,0.01,0.15,0.01,20.7,0.2,0,5.9404,0.92,0.42,0,0,0,0,0,1.75,0,0,NA
2092,samp. 10AH062,FELDSPATHOID,LEUCITE,NOT GIVEN,53.1123,0.0691,23.8226,0,0.5772,0.0947,0.0234,0.0079,20.1674,0.6323,1.01,5.9404,0.3113,0.1313,0,0,0,0,0,1.75,0,0,NA
2093,samp. VO1 BIS B,FELDSPATHOID,LEUCITE,"ANDESITE, BASALTIC",57.54,0.0605,22.36,0.04,0.21,0,0,0,19.55,0.53,0.3518,13.5218,1.00E-04,0.21,0.01,0,0,0,0,0.35,0,0,NA
2094,samp. BR01,FELDSPATHOID,LEUCITE,PHONOTEPHRITE,54.4,0.08,23.2,0,0.4333,0,0.01,0,20.4,0.59,0.05,13.5218,0.27,0.0063,0,0,0,0,0,0.35,0,0,NA
2095,samp. V36,FELDSPATHOID,LEUCITE,"PHONOLITE, TEPHRI",55.48,0.08,22.67,0,0.2939889,0,0,0.04,20.64,0.49,0.12,18.0269,0,0.0177,0,0,0,0,0,2.95,0,0,NA
2096,samp. U18,FELDSPATHOID,LEUCITE,UGANDITE,54.8,0.16,23.5,0.03,0.28,0,0.0283,0,21.7,0.08,0.3518,14.3878,0,0.2,0,0,0,0,0,1.75,0,0,NA
2097,samp. KY-2,FELDSPATHOID,LEUCITE,"ANKARATRITE, LEUCITE",55.01,0.19,23.33,0,0.4,0.01,0.01,0,21.26,0.09,0.11,8.49,0.3113,0.26,0,0,0,0,0,0.35,0,0,NA
2098,samp. MFL3,FELDSPATHOID,LEUCITE,LEUCITITE,54.712,0.025,22.523,0,0.674,0.013,0.015,0,20.627,0.041,0.12,17.4396,0.01,0,0,0,0,0,0,2.95,0,0,NA
2099,samp. KR01/1,FELDSPATHOID,LEUCITE,UGANDITE,54.90961538,0.14,23.16538462,0,1.020192308,0.057692308,0.05,0.025961538,19.87211538,0.039423077,0,8.49,0.92,0.0128,0.02,0,0,0,0,0.01,0,0,NA
2100,samp. VO1 BIS B,FELDSPATHOID,LEUCITE,"ANDESITE, BASALTIC",56.84,0.054,22.26,0,0.301,0,0.01,0,19.59,0.37,0.12,13.5218,0.019,0.01,0,0,0,0,0,0.35,0,0,NA
2101,samp. 94-18,FELDSPATHOID,LEUCITE,"BASANITE, LEUCITE",55.1,0.14,22.6,0.02,0.22,0.04,0.015,0,20.9,0.64,0.11,8.4142,0.14,0.53,0,0,0,0,0,0.71,0,0,NA
2102,samp. HR102,FELDSPATHOID,LEUCITE,"NEPHELINITE, MELILITE",54.89,0.13,22.86,0,1.11,0.02,0.025,0.0092,21.19,0.02,0.05,18.0269,0,0,0.01954,0,0,0,0,0.01,0,0,NA
2103,samp. LAVA 2002,FELDSPATHOID,LEUCITE,MELILITITE,54.305,0.04,23.80931,0,0.5836339,0.1669549,0.02,0,22.20042,0,1.01,9.22,0.2556,0.1327,0.014,0,0,0,0,1.75,0,0,NA
2104,samp. 4.109,FELDSPATHOID,LEUCITE,"LEUCITITE, MELILITE",55.25,0.08,22.79,0.002,0.52,0,0.02,0,21.35,0.02,0.05,6.82,0.17,0,0.007,0,0,0,0,2.95,0,0,NA
2105,samp. VO1 BIS B,FELDSPATHOID,LEUCITE,"ANDESITE, BASALTIC",58.04,0,22.49,0,0.282,0,0,0,19.24,0.68,0.12,5.9404,0,0.24,0,0,0,0,0,1.75,0,0,NA
2106,samp. 10AH062,FELDSPATHOID,LEUCITE,NOT GIVEN,53.6668,0.0772,24.1844,0,0.5687,0.1097,0.0121,0.015,19.3797,0.9573,0,8.4142,0.17,0.1019,0,0,0,0,0,2.95,0,0,NA
2107,samp. 41,FELDSPATHOID,LEUCITE,"TEPHRITE, PHONOLITIC",55.79,0.188,22.39,0,0.7771675,0.4862,0.1999,0.02,20.34,0.63,0.11,13.5218,0.21,0.1299,0.023,0,0,0,0,0.01,0,0,NA
2108,samp. 63,FELDSPATHOID,LEUCITE,"LEUCITITE, MELILITE",55,0.01,22.21,0.07,0.28,0.014,0,0,22.25,0.05,0.3518,18.0269,1.00E-04,0.29,0.0062,0,0,0,0,0.35,0,0,NA
2109,samp. VL2,FELDSPATHOID,LEUCITE,BASANITE,55.2,0.05,23.5,0,0.67,0.05,0,0.0046,21.3,0.18,0,13.5218,0.156,0.1386,0.003166667,0,0,0,0,1.07,0,0,NA
2110,samp. BR03,FELDSPATHOID,LEUCITE,TEPHRITE,54.1,0.11,22.6,0,0.7037,0.05,0.06,0.12,20.8,0.35,0.12,14.3878,0.04,0.1045,0,0,0,0,0,2.95,0,0,NA
2111,samp. 242,FELDSPATHOID,LEUCITE,"TEPHRITE, LEUCITE, PHONOLITIC",54.9,0.14,22.8,0,0.509,0,0,0,21.1,0.2,0.12,18.0269,0,0.1019,0.001,0,0,0,0,2.95,0,0,NA
2112,samp. BMR 80210125,FELDSPATHOID,LEUCITE,"LAMPROITE, LEUCITE",55.9,0.11,22.01,0.01,0.77,0,0.26,0,21.36,0.1,0.05,8.991,0.3113,0.1246,0.014,0,0,0,0,1.75,0,0,NA
2113,samp. GSWA 71449A,FELDSPATHOID,LEUCITE,"LAMPROITE, OLIVINE-RICHTERITE-LEUCITE",55.35,0.1,21.21,0,2.235378,0,0.69,0,21.38,0.02,0.3518,6.82,0,0.03,0.03,0,0,0,0,0,0,0,NA
2114,samp. M822,FELDSPATHOID,LEUCITE,"NEPHELINITE, OLIVINE",54.75622,0.0455,22.91895,0,0.8424625,0.04,0.0131,0,21.64512,0.4220199,0,7.5997,1.00E-04,0.1333,0,0,0,0,0,2.95,0,0,NA
2115,samp. VI-1,FELDSPATHOID,LEUCITE,LEUCITITE,55.963,0.082,22.012,0,0.889,0,0,0,20.472,0.096,0.12,7.7135,0.21,0.36,0.0062,0,0,0,0,2.95,0,0,NA
2116,samp. KL-11,FELDSPATHOID,LEUCITE,BASANITE,44.25,0.02,33.66,0,0.62,1.32,0,0.05,3.99,15.96,0.161652246,7.6808,0.14,0.65,0.02,0,0,0,0,1.75,0,0,NA
2117,samp. SK-9,FELDSPATHOID,LEUCITE,NEPHELINITE,54.35,0.12,22.99,0.017,1.14,0.07,0,0.05,21.16,0,0.12,18.0269,0,0.1185,0,0,0,0,0,1.75,0,0,NA
2118,samp. 100252,FELDSPATHOID,LEUCITE,ORENDITE,56.7,0,20.7,0,1.37,0.146,0.26,0.04,21.1,0.11,0.12,18.0269,0.17,0.0055,0.02,0,0,0,0,0.01,0,0,NA
2119,samp. AH05,FELDSPATHOID,LEUCITE,NOT GIVEN,54.0075,0.0122,24.3897,0,0.5232,0.0441,0,0,20.1901,0.92,0.12,7.7135,0,0.128,0,0,0,0,0,1.75,0,0,NA
2120,samp. LAVA 2002,FELDSPATHOID,LEUCITE,MELILITITE,55.03167,0.05,23.71505,0,0.3096414,0,0.0144,0,21.80246,0,0,7.7135,0,0.1185,0.015,0,0,0,0,1.75,0,0,NA
2121,samp. KY-2,FELDSPATHOID,LEUCITE,"ANKARATRITE, LEUCITE",54.19,0.2,23.24,0.04,0.42,0.01,0.01,0,20.32,0.05,0.3518,13.5218,1.00E-04,0.22,0,0,0,0,0,0.01,0,0,NA
2122,samp. 06 BSS18,FELDSPATHOID,LEUCITE,LAMPROITE,62.98,0.22,17.3,0.089,1.76,0,0,0,14.57,1.202,1.01,17.4396,0,0.012,0,0,0,0,0,2.95,0,0,NA
2123,samp. LAVA 2002,FELDSPATHOID,LEUCITE,MELILITITE,53.83338,0.168,23.57822,0,0.7238247,0.02467719,0,0.0804,20.73763,0,0.12,13.5218,0.2556,0.21,0,0,0,0,0,1.75,0,0,NA
2124,samp. 8,FELDSPATHOID,LEUCITE,MELILITOLITE,53.72,0.22,23.65,0.01,0.27,0.21,0.01,0.01,20.04,0.04,1.01,8.2238,0.3113,0.15,0.03,0,0,0,0,1.07,0,0,NA
2125,samp. LH.13,FELDSPATHOID,LEUCITE,ORENDITE,56.3,0.21,20.3,0,1.46,0.03,0.2,0,21.5,0.03,0.2478,8.4142,0.3113,0.1309,0.02,0,0,0,0,0.01,0,0,NA
2126,samp. KR01,FELDSPATHOID,LEUCITE,NOT GIVEN,55.875,0.259,22.59,0,1.131,0.042,0.023,0,20.76,0.096,0.3518,14.3878,0.04,0.128,0.0222,0,0,0,0,2.95,0,0,NA
2127,samp. SV,FELDSPATHOID,LEUCITE,"MELILITOLITE, KALSILITE-LEUCITE",53.52,0,23.2,0.04,0.4065,0,0.0076,0,21.5,0.2,0.3518,6.82,0,0.47,0,0,0,0,0,2.95,0,0,NA
2128,samp. SV,FELDSPATHOID,LEUCITE,"MELILITOLITE, KALSILITE-LEUCITE",53.38,0,23.3,0.03,0.54,0.0905,0,0,22.43,0,0.12,6.82,0.0393,0.0055,0,0,0,0,0,2.95,0,0,NA
2129,samp. 06 BSS18,FELDSPATHOID,LEUCITE,LAMPROITE,62.3,0.436,16.62,0,1.95,0,0.014,0.089,14.22,1.196,1.01,13.5218,0.055,0.016,0,0,0,0,0,2.95,0,0,NA
2130,samp. CM52,FELDSPATHOID,LEUCITE,"BASANITE, LEUCITE",55.6,0.13,22.8,0,0.31,0.17,0.01,0,20.5,0.34,0.12,18.0269,0,0.031,0.001,0,0,0,0,1.75,0,0,NA
2131,samp. VX,FELDSPATHOID,LEUCITE,PHONOTEPHRITE,55.41,0.072,22.76,0,0.507,0.01,0,0.0427,20.81,0.4,0.11,8.4142,0,0.0092,0.04,0,0,0,0,0.01,0,0,NA
2132,samp. KR01/1,FELDSPATHOID,LEUCITE,UGANDITE,54.63942308,0.38,23.10769231,0,1.109615385,0.030769231,0.024038462,0,20.20865385,0.051923077,1.01,18.0269,0,0.0093,0.01,0,0,0,0,0.01,0,0,NA
2133,samp. KR01/1,FELDSPATHOID,LEUCITE,UGANDITE,57.54807692,0.09,23.85865385,0,0.998076923,0.048076923,0.039423077,0.032692308,16.76730769,0.047115385,0.12,5.2212,0.04,0,0,0,0,0,0,0.01,0,0,NA
2134,samp. 13,FELDSPATHOID,LEUCITE,KAMAFUGITE,54,0.0527,23.03,0,0,0.03,0.0013,0.0147,20.58,0.59,0,13.5218,0.156,0.15,0,0,0,0,0,0.71,0,0,NA
2135,samp. 77SL-590,SULFIDE,MACKINAWITE,"PYROXENITE, GARNET, XENOLITH",0,0,0,0,77.21111086,0.51,0,0,0.51,0.63,0,0,0,0,10.93153092,0.625939,0.1525746,0.01244709,0.11849607,35.76,0,0.14,NA
2136,samp. P2,SULFIDE,MACKINAWITE,DACITE,0,0,0,0,74.68209112,0.16,0,0,0.11,0.2,0,0,0,0,10.35886632,0.32548828,0.23394772,0,0.11849607,34.91,0,0,NA
2137,samp. 1684/6,SULFIDE,MACKINAWITE,PICRITE,0,0,0,0,84.38357668,0.51,0,0,0.11,0.2,0,0,0,0,9.27716652,13.10716266,0.0508582,0.01244709,1.077237,28.29,0,0.11,NA
2138,samp. 77SL-744,SULFIDE,MACKINAWITE,"PYROXENITE, GARNET, XENOLITH",0,0,0,0,75.9396911,0.51,0,0,0.51,1.66,0,0,0,0,7.953675,1.251878,0.24157645,0,0.12926844,37.02,0,0,NA
2139,samp. MBR4,SULFIDE,MACKINAWITE,"PERIDOTITE, SPINEL, XENOLITH",0,0,0,0,83.16190813,0.51,0,0,0.51,1.66,0,0,0,0,5.151436224,0.038808218,0.19326116,0,96.86515104,5.649,0,30.79,NA
2140,samp. 77SL-62,SULFIDE,MACKINAWITE,NOT GIVEN,0,0,0,0,73.12045598,0.16,0,0,0.51,0.63,0,0,0,0,9.26444064,1.8152231,0.1525746,0.38585979,0,36.76,0,0,NA
2141,samp. LR90,SULFIDE,MACKINAWITE,"LHERZOLITE, SPINEL, XENOLITH",0,0,0,0,76.81463519,0.21,0,0,0.51,1.66,0,0,0,0,5.996331576,0,0.34329285,0,0,41.26313,0,0.14,NA
2142,samp. 176669,SULFIDE,MACKINAWITE,THOLEIITE,0,0,0,0,87.74178322,0.51,0,0,0.01,1.66,0,0,0,0,5.23033668,1.32699068,0.52129655,0.065969577,0.1077237,30.76,0,0,NA
2143,samp. 77SL-744,SULFIDE,MACKINAWITE,"PYROXENITE, GARNET, XENOLITH",0,0,0,0,76.05024934,0.16,0,0,0.01,0.2,0,0,0,0,9.68439468,0.92638972,0.54672565,0.01244709,0.05386185,37.4,0,0.12,NA
2144,samp. GM453,SULFIDE,MACKINAWITE,"HARZBURGITE, XENOLITH",0,0,0,0,76.18844714,0.51,0,0,0.51,0.63,0,0,0,0,5.51030604,0.08763146,0.13986005,0,0.18313029,38.26,0,6,NA
2145,samp. SO135-59DR-1,SULFIDE,MACKINAWITE,RHYOLITE,0,0,0,0,84.49828085,0.51,0,0,0.01,1.66,0,0,0,0,5.494576018,0.553330076,0.22123317,0,0.12926844,39.04,0,0,NA
2146,samp. 77SL-776,SULFIDE,MACKINAWITE,"WEBSTERITE, XENOLITH",0,0,0,0,76.36810428,0.51,0,0,0.51,0.2,0,0,0,0,10.3715922,0.63845778,0.1780037,0.18670635,0.11849607,37,0,0.02,NA
2147,samp. LR80,SULFIDE,MACKINAWITE,"LHERZOLITE, SPINEL, XENOLITH",0,0,0,0,76.72841444,0.21,0,0,0.01,1.66,0,0,0,0,8.595071942,0.367949533,0.278448645,0,0.05386185,36,0,0,NA
2148,samp. 77SL-744,SULFIDE,MACKINAWITE,"PYROXENITE, GARNET, XENOLITH",0,0,0,0,74.73737024,0.51,0,0,0.01,0.63,0,0,0,0,8.98447128,1.16424654,0.19834698,0,0.12926844,37,0,0,NA
2149,samp. MBR1,SULFIDE,MACKINAWITE,"PERIDOTITE, SPINEL, XENOLITH",0,0,0,0,84.22603119,0.51,0,0,0.51,0.2,0,0,0,0,6.608549484,0.15022536,0.04322947,0.48543651,4.85833887,6.383,0,0.52,NA
2150,samp. 77SL-62,SULFIDE,MACKINAWITE,NOT GIVEN,0,0,0,0,73.76998564,0.21,0,0,0.51,0.2,0,0,0,0,9.0353748,1.3144719,0.20851862,0.36096561,0,36.71,0,0,NA
2151,samp. 77SL-744,SULFIDE,MACKINAWITE,"PYROXENITE, GARNET, XENOLITH",0,0,0,0,75.74621418,0.51,0,0,0.01,0.63,0,0,0,0,8.18274084,1.53980994,0.13986005,0.03734127,0,33.09,0,0.44,NA
2152,samp. BD3067,SULFIDE,MACKINAWITE,"PERIDOTITE, XENOLITH",0,0,0,0,83.89988438,0.21,0,0,0.11,0.63,0,0,0,0,19.76329164,4.59439226,3.402795017,1.41896826,0,15.75,0,0,NA
2153,samp. KBM 39,SULFIDE,MACKINAWITE,"LHERZOLITE, GARNET, XENOLITH",0,0,0,0,79.35317676,0.16,0,0,0.01,0.2,0,0,0,0,7.36828452,0.05007512,1.271455,1.401542334,0,35.97,0,0.55,NA
2154,samp. P-20,SULFIDE,MACKINAWITE,"PERIDOTITE, XENOLITH",0,0,0,0,82.80673978,0.16,0,0,0.11,0.2,0,0,0,0,7.849322784,1.879068878,1.1443095,0,0,28.01,0,0.13,NA
2155,samp. SO135-18DR-1,SULFIDE,MACKINAWITE,BASALT,0,0,0,0,77.2525702,0.16,0,0,0.51,0.63,0,0,0,0,7.75006092,0.47571364,0.2797201,0.016181217,0.05386185,35.5,0,0.056,NA
2156,samp. MBR3,SULFIDE,MACKINAWITE,"PERIDOTITE, SPINEL, XENOLITH",0,0,0,0,81.48142288,0.51,0,0,0.51,0.63,0,0,0,0,6.749806752,0.433149788,0.18054661,0,31.7784915,0.07,0,0,NA
2157,samp. XENOLITH,SULFIDE,MACKINAWITE,"LHERZOLITE, PHLOGOPITE-SPINEL, XENOLITH",0,0,0,0,76.36810428,0.16,0,0,0.01,0.2,0,0,0,0,11.02061208,0.02503756,0.5340111,0,1.077237,35.82,0,0.11,NA
2158,samp. 77SL-620,SULFIDE,MACKINAWITE,"PYROXENITE, GARNET, XENOLITH",0,0,0,0,75.78629154,0.16,0,0,0.51,0.2,0,0,0,0,8.0173044,1.643715814,0.20597571,0.3734127,0,35.58,0,0,NA
2159,samp. UV 04-24,SULFIDE,MACKINAWITE,KIMBERLITE,0,0,0,0,69.80370878,0.16,0,0,0.51,1.66,0,0,0,0,11.93687544,0.02503756,0.34329285,0,0.1077237,39.02,0,0.11,NA
2160,samp. P-20,SULFIDE,MACKINAWITE,"PERIDOTITE, XENOLITH",0,0,0,0,87.37417707,0.16,0,0,0.51,0.63,0,0,0,0,5.0585373,0,0.02288619,0,0.014650423,23.803,0,0,NA
2161,samp. 77SL-680,SULFIDE,MACKINAWITE,"PYROXENITE, GARNET, XENOLITH",0,0,0,0,79.20115918,0.16,0,0,0.11,0.2,0,0,0,0,5.16670728,2.04056114,0.025810537,0.51033069,0,37.09,0,0,NA
2162,samp. 77SL-594,SULFIDE,MACKINAWITE,"PYROXENITE, GARNET, XENOLITH",0,0,0,0,73.97728234,0.51,0,0,0.51,1.66,0,0,0,0,10.76609448,1.5022536,0.47043835,0.52277778,0.14004081,36.45,0,0.02,NA
2163,samp. 77SL-776,SULFIDE,MACKINAWITE,"WEBSTERITE, XENOLITH",0,0,0,0,74.23985816,0.21,0,0,0.51,0.2,0,0,0,0,9.7989276,0.625939,0.149268817,0.52277778,0.20467503,37.9,0,10,NA
2164,samp. 77SL-559,SULFIDE,MACKINAWITE,"PYROXENITE, GARNET, XENOLITH",0,0,0,0,76.60304054,0.51,0,0,0.11,1.66,0,0,0,0,6.5538282,1.3770658,0.319135205,0.52277778,0.017235792,37.14,0,0,NA
2165,samp. SO135-18DR-1,SULFIDE,MACKINAWITE,BASALT,0,0,0,0,76.4233834,0.16,0,0,0.51,0.63,0,0,0,0,7.81369032,0.6885329,0.254291,0,0,35.12,0,0,NA
2166,samp. 77SL-744,SULFIDE,MACKINAWITE,"PYROXENITE, GARNET, XENOLITH",0,0,0,0,77.43222734,0.51,0,0,0.01,1.66,0,0,0,0,8.04275616,0.65097656,0.3305783,0,0.24776451,37,0,0,NA
2167,samp. 77SL-555,SULFIDE,MACKINAWITE,"PYROXENITE, GARNET, XENOLITH",0,0,0,0,76.31282516,0.16,0,0,0.01,0.2,0,0,0,0,10.01526756,0.61342022,0.2034328,0.07468254,0.24776451,35.97,0,0.056,NA
2168,samp. 77SL-555,SULFIDE,MACKINAWITE,"PYROXENITE, GARNET, XENOLITH",0,0,0,0,73.67324718,0.21,0,0,0.51,1.66,0,0,0,0,10.53702864,0.78868314,0.319135205,0,0.09695133,36.5,0,0,NA
2169,samp. 77SL-744,SULFIDE,MACKINAWITE,"PYROXENITE, GARNET, XENOLITH",0,0,0,0,75.5250977,0.51,0,0,0.51,0.63,0,0,0,0,9.27716652,1.07661508,0.06357275,0,0.11849607,37.04,0,0,NA
2170,samp. SO135-18DR-1,SULFIDE,MACKINAWITE,BASALT,0,0,0,0,79.51901412,0.16,0,0,0.11,0.2,0,0,0,0,7.55917272,0.60090144,0.2797201,0,0,36.28,0,0,NA
2171,samp. SO167-68GTV-1,SULFIDE,MACKINAWITE,ANDESITE,0,0,0,0,83.59999515,0.21,0,0,0.11,0.63,0,0,0,0,7.48281744,0.140210336,0.161474785,0,0.1077237,38.347,0,0,NA
2172,samp. 474527,SULFIDE,MACKINAWITE,"HARZBURGITE, GARNET, XENOLITH",0,0,0,0,75.19895089,0.51,0,0,0.51,0.63,0,0,0,0,9.3535218,0,0.16020333,0,0.11849607,38.715,0,0,NA
2173,samp. GM453,SULFIDE,MACKINAWITE,"HARZBURGITE, XENOLITH",0,0,0,0,79.43609544,0.51,0,0,0.01,1.66,0,0,0,0,5.54848368,0.0625939,0.13986005,0.18670635,0.1077237,37,0,0.13,NA
