SIO2,TIO2,AL2O3,CR2O3,FEOT,CAO,MGO,MNO,K2O,NA2O,P2O5,H20,F,CL,NIO,CUO,COO,ZNO,PBO,S,ZRO2,AS,MINERAL,GROUP
51.87,0.26,4.0,0.11,3.23,0.03,22.36,0.06,10.67,0.17,0.05,1.7,5.66,0.01,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YANGZHUMINGITE,MICA
43.3,1.13,10.7,0.23,3.2,0.0,24.7,0.05,10.8,0.07,0.0,1.49,5.8,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YANGZHUMINGITE,MICA
53.03,0.28,3.53,0.16,3.16,0.0,22.51,0.05,10.77,0.16,0.03,1.65,5.98,0.01,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YANGZHUMINGITE,MICA
51.93,0.36,4.59,0.01,3.37,0.0,23.16,0.04,11.1,0.21,0.03,1.45,6.75,0.01,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YANGZHUMINGITE,MICA
51.55,0.35,4.32,0.14,3.24,0.0,23.01,0.13,11.16,0.24,0.23,1.43,5.84,0.03,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YANGZHUMINGITE,MICA
51.95,0.31,4.27,0.14,3.9,0.0,22.66,0.04,11.11,0.24,0.0,1.34,6.24,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YANGZHUMINGITE,MICA
52.14,0.27,4.2,0.16,3.41,0.0,22.95,0.04,11.09,0.22,0.03,0.64,6.38,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YANGZHUMINGITE,MICA
52.54,0.23,3.91,0.14,3.36,0.0,22.53,0.07,10.74,0.27,0.06,1.59,5.73,0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YANGZHUMINGITE,MICA
52.51,0.29,3.63,0.12,3.27,0.01,22.57,0.09,10.83,0.19,0.02,1.64,5.8,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YANGZHUMINGITE,MICA
52.31,0.27,3.86,0.18,3.25,0.01,22.53,0.07,10.84,0.22,0.0,1.59,5.79,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YANGZHUMINGITE,MICA
52.6,0.21,3.38,0.11,3.09,0.03,22.81,0.07,10.61,0.28,0.05,1.55,5.74,0.02,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YANGZHUMINGITE,MICA
50.92,0.36,5.07,0.15,4.46,0.0,22.27,0.06,11.08,0.28,0.27,0.01,6.06,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YANGZHUMINGITE,MICA
56.93,0.56,0.65,0.06,3.65,0.0,21.55,0.02,11.35,0.18,0.02,1.1,6.54,0.02,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YANGZHUMINGITE,MICA
50.61,0.26,4.9,0.12,3.64,0.02,22.41,0.07,10.69,0.23,0.11,1.42,5.71,0.01,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YANGZHUMINGITE,MICA
52.07,0.41,4.33,0.14,4.04,0.0,22.47,0.04,11.02,0.24,0.0,1.83,6.11,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YANGZHUMINGITE,MICA
52.18,0.31,3.95,0.1,4.07,0.0,22.58,0.04,11.13,0.24,0.02,1.24,6.13,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YANGZHUMINGITE,MICA
52.56,0.27,4.09,0.11,4.05,0.03,22.31,0.06,10.98,0.24,0.15,1.4,5.52,0.01,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YANGZHUMINGITE,MICA
53.47,0.27,3.63,0.11,3.1,0.0,22.97,0.06,10.98,0.24,3.98,1.65,5.87,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YANGZHUMINGITE,MICA
51.43,0.38,4.92,0.07,3.6,0.0,23.31,0.09,11.05,0.24,0.0,1.32,6.71,0.01,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YANGZHUMINGITE,MICA
52.09,0.27,3.93,0.15,3.29,0.0,22.9,0.07,11.18,0.22,0.18,1.42,6.36,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YANGZHUMINGITE,MICA
52.06,0.34,3.89,0.17,3.97,0.0,22.25,0.06,11.05,0.26,0.15,1.77,6.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YANGZHUMINGITE,MICA
52.88,0.28,3.81,0.13,3.53,0.0,22.78,0.09,11.01,0.21,0.18,2.0,5.82,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YANGZHUMINGITE,MICA
52.53,0.26,4.05,0.17,3.79,0.0,22.59,0.06,11.21,0.24,0.0,1.59,6.45,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YANGZHUMINGITE,MICA
51.15,0.52,4.77,0.13,4.57,0.0,22.28,0.04,11.11,0.22,0.0,1.42,5.75,0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YANGZHUMINGITE,MICA
51.81,0.51,4.72,0.14,4.37,0.0,22.3,0.09,11.12,0.23,0.0,0.62,6.03,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YANGZHUMINGITE,MICA
52.61,0.26,3.85,0.21,3.22,0.0,22.68,0.06,11.15,0.22,0.0,1.59,6.53,0.03,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YANGZHUMINGITE,MICA
52.07,0.31,3.99,0.19,3.19,0.0,22.34,0.08,10.83,0.19,0.05,1.88,5.71,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YANGZHUMINGITE,MICA
52.63,0.27,4.02,0.15,3.98,0.0,22.64,0.04,11.04,0.21,0.16,0.0,6.73,0.07,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YANGZHUMINGITE,MICA
52.47,0.3,3.82,0.15,3.26,0.01,22.66,0.06,10.9,0.25,0.23,1.1,5.71,0.01,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YANGZHUMINGITE,MICA
52.16,0.33,4.0,0.1,4.09,0.0,22.56,0.04,11.13,0.24,0.02,1.2,6.13,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YANGZHUMINGITE,MICA
52.78,0.24,3.45,0.09,3.15,0.02,22.62,0.07,10.72,0.22,0.13,1.3,5.71,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YANGZHUMINGITE,MICA
52.77,0.26,3.49,0.09,3.17,0.02,22.59,0.07,10.75,0.21,0.12,1.31,5.72,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YANGZHUMINGITE,MICA
52.29,0.27,3.99,0.16,3.52,0.0,22.76,0.06,11.2,0.23,0.1,1.5,6.4,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YANGZHUMINGITE,MICA
52.98,0.27,3.52,0.14,3.16,0.01,22.53,0.05,10.76,0.17,0.05,1.58,5.93,0.01,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YANGZHUMINGITE,MICA
51.89,0.26,4.0,0.12,3.23,0.03,22.36,0.06,10.68,0.17,0.05,1.69,5.67,0.01,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YANGZHUMINGITE,MICA
43.7,1.0,10.93,0.1,1.89,0.0,26.12,0.03,10.29,0.14,0.01,0.75,7.17,0.06,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YANGZHUMINGITE,MICA
52.64,0.21,3.4,0.11,3.11,0.03,22.77,0.07,10.64,0.26,0.07,1.5,5.74,0.01,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YANGZHUMINGITE,MICA
50.84,0.37,4.85,0.12,4.03,0.01,22.35,0.06,10.87,0.22,0.06,1.42,5.73,0.01,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YANGZHUMINGITE,MICA
52.14,0.33,3.92,0.16,3.99,0.01,22.26,0.06,11.04,0.26,0.15,1.71,6.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YANGZHUMINGITE,MICA
52.15,0.32,3.94,0.12,4.05,0.0,22.49,0.04,11.11,0.24,0.05,1.37,6.12,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YANGZHUMINGITE,MICA
52.09,0.27,3.95,0.15,3.3,0.0,22.9,0.07,11.18,0.22,0.18,1.38,6.36,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YANGZHUMINGITE,MICA
52.47,0.27,3.7,0.15,3.5,0.0,22.59,0.08,11.13,0.2,0.14,0.74,6.35,0.04,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YANGZHUMINGITE,MICA
52.17,0.32,3.95,0.11,4.06,0.0,22.54,0.04,11.12,0.24,0.03,1.29,6.13,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YANGZHUMINGITE,MICA
52.55,0.26,4.0,0.18,3.65,0.0,22.61,0.06,11.2,0.23,0.0,1.59,6.47,0.01,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YANGZHUMINGITE,MICA
38.22,0.18,24.11,0.1,19.0,0.12,0.15,1.11,9.61,0.23,0.14,1.91,3.87,0.34,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZINNWALDITE (SENSU LATO),MICA
35.37,0.32,12.53,0.0,35.6,0.16,1.91,2.63,9.1,0.2,0.02,2.76,2.24,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZINNWALDITE (SENSU LATO),MICA
35.68,1.52,21.2,0.0,25.14,0.1,0.31,0.91,8.73,0.28,0.04,2.82,2.14,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZINNWALDITE (SENSU LATO),MICA
39.49,0.43,23.67,0.02,19.43,0.09,0.42,0.92,9.41,0.32,0.01,2.29,3.74,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZINNWALDITE (SENSU LATO),MICA
37.67,0.63,22.16,0.04,22.63,0.01,0.73,0.66,8.8,0.34,0.09,3.02,1.93,0.32,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZINNWALDITE (SENSU LATO),MICA
38.98,0.71,16.54,0.26,14.59,1.09,0.0,22.09,4.17,8.04,0.05,1.83,3.56,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZINNWALDITE (SENSU LATO),MICA
33.42,1.21,15.72,0.03,33.69,0.76,1.12,1.33,9.29,0.3,0.23,3.4,0.63,0.34,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZINNWALDITE (SENSU LATO),MICA
35.46,1.08,20.56,0.01,26.02,0.02,1.05,1.09,9.12,0.14,0.02,3.14,1.44,0.14,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZINNWALDITE (SENSU LATO),MICA
40.07,0.63,16.68,0.02,10.81,1.58,0.01,23.07,5.06,7.05,0.02,0.37,5.69,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZINNWALDITE (SENSU LATO),MICA
42.45,0.09,25.8,0.0,13.43,0.07,0.21,1.12,9.84,0.15,0.14,3.4,1.38,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZINNWALDITE (SENSU LATO),MICA
37.47,0.52,22.86,0.0,24.14,0.15,0.34,1.28,9.64,0.16,0.03,2.36,3.45,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZINNWALDITE (SENSU LATO),MICA
43.51,0.33,21.67,0.0,16.56,0.2,0.62,0.14,7.76,0.06,0.03,2.87,2.68,0.26,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZINNWALDITE (SENSU LATO),MICA
39.69,0.7,16.97,0.07,10.78,1.57,0.06,22.59,4.74,7.18,0.05,1.3,4.54,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZINNWALDITE (SENSU LATO),MICA
41.94,0.39,22.2,0.17,11.59,0.0,0.27,4.05,8.99,0.49,0.27,1.07,5.85,0.24,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZINNWALDITE (SENSU LATO),MICA
34.44,0.18,14.88,0.05,34.77,0.23,0.06,2.4,9.12,0.04,0.04,2.67,2.7,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZINNWALDITE (SENSU LATO),MICA
36.09,0.42,22.13,0.03,24.88,0.36,0.21,0.97,9.29,0.19,0.24,2.7,2.45,0.26,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZINNWALDITE (SENSU LATO),MICA
40.86,0.45,22.03,0.04,11.75,0.0,0.14,3.93,9.31,0.55,0.0,0.93,6.21,0.3,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZINNWALDITE (SENSU LATO),MICA
35.73,0.09,22.07,0.28,26.45,0.13,0.23,1.44,9.4,0.87,0.16,3.18,2.47,0.42,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZINNWALDITE (SENSU LATO),MICA
45.93,0.22,19.89,0.1,12.53,0.01,0.09,0.91,9.58,0.23,0.0,0.4,7.95,0.24,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZINNWALDITE (SENSU LATO),MICA
45.7,0.59,18.4,0.08,12.4,0.0,0.02,1.42,9.49,0.33,0.0,1.37,4.24,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZINNWALDITE (SENSU LATO),MICA
46.74,0.03,20.1,0.01,11.32,0.0,0.01,1.42,10.22,0.18,0.13,0.19,8.45,1.44,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZINNWALDITE (SENSU LATO),MICA
38.94,0.26,17.42,0.13,10.22,1.53,0.23,23.5,4.04,6.48,0.16,2.01,3.99,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZINNWALDITE (SENSU LATO),MICA
34.35,1.38,15.82,0.07,35.98,0.11,0.18,1.32,8.24,0.61,0.22,1.43,4.2,0.56,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZINNWALDITE (SENSU LATO),MICA
39.92,0.81,17.1,0.15,11.02,1.5,0.01,22.54,5.5,7.57,0.0,1.11,4.1,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZINNWALDITE (SENSU LATO),MICA
39.57,3.72,13.98,0.04,0.05,5.75,0.1,21.97,9.08,0.43,0.0,4.67,0.1,0.2,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZINNWALDITE (SENSU LATO),MICA
45.34,0.31,20.98,0.06,16.32,0.14,0.43,0.21,9.15,0.1,0.09,2.25,4.2,0.26,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZINNWALDITE (SENSU LATO),MICA
36.18,0.78,22.5,0.02,24.2,0.11,0.37,0.73,9.37,0.15,0.06,2.73,2.42,0.13,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZINNWALDITE (SENSU LATO),MICA
37.32,0.54,22.58,0.0,23.61,0.44,0.41,0.8,8.81,0.27,0.0,2.73,2.56,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZINNWALDITE (SENSU LATO),MICA
46.07,0.15,20.02,0.03,11.97,0.02,0.02,1.22,9.74,0.19,0.02,0.32,8.07,0.43,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZINNWALDITE (SENSU LATO),MICA
35.48,0.14,22.26,0.04,26.52,0.24,0.09,0.98,8.85,0.2,0.03,2.83,2.13,0.39,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZINNWALDITE (SENSU LATO),MICA
42.48,0.8,23.34,0.04,16.92,0.07,0.12,0.52,10.51,0.07,0.05,2.82,1.28,0.8,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZINNWALDITE (SENSU LATO),MICA
39.95,6.9,13.25,0.08,19.25,0.11,0.13,8.05,0.6,9.35,0.13,1.77,4.21,0.06,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZINNWALDITE (SENSU LATO),MICA
39.25,1.35,15.83,0.09,12.4,1.53,0.0,22.67,2.21,7.82,0.27,0.0,3.78,3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZINNWALDITE (SENSU LATO),MICA
44.32,0.31,20.61,0.02,12.02,0.0,0.14,3.56,8.62,0.39,0.02,0.49,6.16,0.27,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZINNWALDITE (SENSU LATO),MICA
35.48,1.2,22.0,0.0,25.9,0.04,0.49,0.93,8.93,0.26,0.05,2.88,2.09,0.37,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZINNWALDITE (SENSU LATO),MICA
45.9,0.23,20.22,0.04,12.64,0.0,0.11,0.7,9.59,0.26,0.0,0.26,8.32,0.55,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZINNWALDITE (SENSU LATO),MICA
33.09,0.3,12.02,0.07,36.53,0.43,1.65,2.05,8.07,0.15,0.04,3.25,0.82,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZINNWALDITE (SENSU LATO),MICA
45.43,0.19,20.36,0.05,11.91,0.02,0.06,1.66,9.62,0.24,0.06,0.44,7.73,0.4,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZINNWALDITE (SENSU LATO),MICA
46.02,0.2,19.82,0.04,12.02,0.02,0.02,1.24,9.71,0.21,0.02,0.45,7.59,0.38,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZINNWALDITE (SENSU LATO),MICA
39.8,0.75,17.03,0.11,10.89,1.54,0.04,22.57,5.09,7.36,0.03,1.22,4.34,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZINNWALDITE (SENSU LATO),MICA
46.71,0.04,20.1,0.01,11.37,0.0,0.01,1.39,10.19,0.18,0.12,0.19,8.44,1.4,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZINNWALDITE (SENSU LATO),MICA
45.17,0.31,21.04,0.05,16.34,0.15,0.45,0.2,9.02,0.1,0.08,2.31,4.06,0.26,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZINNWALDITE (SENSU LATO),MICA
33.59,0.3,12.13,0.05,36.33,0.37,1.71,2.17,8.29,0.16,0.04,3.14,1.13,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZINNWALDITE (SENSU LATO),MICA
45.63,0.19,20.17,0.03,11.98,0.01,0.05,1.81,9.46,0.24,0.02,0.36,7.59,0.39,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZINNWALDITE (SENSU LATO),MICA
39.11,0.36,23.8,0.05,19.3,0.1,0.34,0.98,9.47,0.29,0.05,2.18,3.78,0.32,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZINNWALDITE (SENSU LATO),MICA
39.89,0.79,17.08,0.14,10.98,1.51,0.02,22.55,5.38,7.5,0.01,1.14,4.17,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZINNWALDITE (SENSU LATO),MICA
39.67,1.13,16.54,0.06,9.25,2.17,0.07,22.5,5.36,6.22,0.05,1.78,3.91,0.95,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZINNWALDITE (SENSU LATO),MICA
46.48,0.08,20.07,0.02,11.57,0.01,0.01,1.34,10.04,0.18,0.09,0.24,8.3,1.05,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZINNWALDITE (SENSU LATO),MICA
42.48,0.72,23.61,0.04,16.53,0.07,0.13,0.58,10.44,0.08,0.06,2.88,1.29,0.71,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZINNWALDITE (SENSU LATO),MICA
38.5,0.24,24.01,0.08,19.1,0.11,0.21,1.07,9.57,0.25,0.11,1.99,3.84,0.33,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZINNWALDITE (SENSU LATO),MICA
34.41,0.05,0.38,0.06,46.83,0.47,18.15,0.94,0.03,0.11,0.2,0.46,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAYALITE,OLIVINE
35.69,0.04,0.01,0.03,39.24,0.07,24.26,0.54,0.0,0.0,0.02,0.34,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAYALITE,OLIVINE
28.76,0.03,0.0,0.0,69.17,0.32,0.57,1.52,0.0,0.01,0.28,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAYALITE,OLIVINE
32.99,0.05,0.12,0.13,49.75,1.57,16.45,2.19,0.11,0.09,0.19,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAYALITE,OLIVINE
31.63,0.08,0.01,0.0,58.6,0.23,8.46,0.73,0.0,0.0,0.21,0.07,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAYALITE,OLIVINE
35.96,0.01,0.01,0.01,36.39,0.07,27.37,0.45,0.0,0.0,0.12,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAYALITE,OLIVINE
29.34,0.01,0.0,0.0,65.06,0.19,1.6,2.27,0.0,0.01,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAYALITE,OLIVINE
29.49,0.02,0.21,0.0,64.59,0.16,1.42,2.56,0.03,0.05,0.17,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAYALITE,OLIVINE
28.69,0.06,0.0,0.0,67.52,0.38,1.1,1.61,0.01,0.02,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAYALITE,OLIVINE
30.18,0.02,0.0,0.0,62.1,0.29,4.59,2.26,0.0,0.0,0.28,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAYALITE,OLIVINE
34.76,0.03,0.03,0.0,40.34,0.3,24.42,0.8,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAYALITE,OLIVINE
30.16,0.01,0.0,0.0,63.06,0.09,5.6,1.06,0.01,0.0,3.1,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAYALITE,OLIVINE
34.82,0.04,0.0,0.01,38.39,0.06,25.8,0.72,0.0,0.02,0.14,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAYALITE,OLIVINE
35.95,0.05,0.04,0.0,35.2,0.09,27.99,0.51,0.0,0.01,0.03,0.05,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAYALITE,OLIVINE
29.09,0.01,0.01,0.01,69.28,0.31,0.56,1.61,0.0,0.0,0.11,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAYALITE,OLIVINE
34.44,0.05,0.03,0.0,41.94,0.45,23.43,0.75,0.01,0.06,0.11,0.05,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAYALITE,OLIVINE
34.6,0.09,0.14,0.03,42.31,0.5,23.46,2.29,0.07,0.1,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAYALITE,OLIVINE
31.03,0.05,0.06,0.02,60.23,0.55,4.96,3.93,0.01,0.02,2.0,0.01,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAYALITE,OLIVINE
35.12,0.06,0.0,0.01,35.8,0.09,27.72,0.46,0.0,0.02,0.1,0.34,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAYALITE,OLIVINE
36.24,0.05,0.04,0.01,35.39,0.07,28.26,0.41,0.0,0.02,0.02,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAYALITE,OLIVINE
35.38,0.04,0.0,0.04,40.76,0.28,23.51,0.68,0.0,0.0,0.02,0.34,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAYALITE,OLIVINE
29.55,0.05,0.05,0.03,64.36,0.67,0.69,5.28,0.0,0.05,0.09,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAYALITE,OLIVINE
33.22,0.06,0.06,0.01,42.78,0.46,21.95,0.81,0.02,0.02,0.16,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAYALITE,OLIVINE
34.5,0.04,0.0,0.0,40.05,0.22,24.91,0.89,0.0,0.04,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAYALITE,OLIVINE
30.91,0.06,0.01,0.01,60.95,0.38,3.21,2.98,0.01,0.01,0.48,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAYALITE,OLIVINE
29.88,0.07,0.0,0.01,64.0,0.36,3.0,2.8,0.0,0.01,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAYALITE,OLIVINE
28.95,0.0,0.0,0.0,66.82,0.18,1.7,1.99,0.01,0.02,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAYALITE,OLIVINE
35.03,0.0,0.01,0.02,39.17,0.18,24.35,0.63,0.0,0.0,0.04,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAYALITE,OLIVINE
34.57,0.0,0.0,0.0,41.43,0.22,23.23,0.92,0.0,0.04,0.07,0.01,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAYALITE,OLIVINE
34.56,0.01,0.04,0.0,38.16,0.26,22.21,0.73,0.0,0.01,0.07,0.34,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAYALITE,OLIVINE
35.98,0.09,0.06,0.0,35.5,0.39,27.45,0.97,0.01,0.02,0.16,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAYALITE,OLIVINE
29.62,0.0,0.0,0.02,61.25,0.12,4.26,4.2,0.01,0.02,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAYALITE,OLIVINE
34.71,0.16,0.03,0.0,41.42,0.52,22.52,1.21,0.02,0.05,0.09,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAYALITE,OLIVINE
28.84,0.02,0.0,0.04,68.56,0.36,1.1,1.53,0.01,0.06,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAYALITE,OLIVINE
34.77,0.04,0.03,0.01,36.88,0.05,26.58,0.58,0.01,0.04,0.1,0.03,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAYALITE,OLIVINE
35.8,0.08,0.04,0.01,40.87,0.5,24.46,1.16,0.0,0.02,0.02,0.05,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAYALITE,OLIVINE
32.75,0.09,0.0,0.02,52.21,0.33,13.98,0.78,0.0,0.0,0.08,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAYALITE,OLIVINE
